distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,58.77448009999989,None,-0.048148148,-0.044444446,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,24,Male,2022-06-03_13h54.59.335,Main,2022.1.1,59.85131735740555,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,64.32416236000013,None,None,0.07685185,-0.015740741,0,0,0,1.0034198399998786,None,126.37914839999985,None,126.37914839999985,None,-0.096296296,-0.10555556,0,0,0,0.012338459999682527,None,128.3065461000001,None,128.3065461000001,None,130.29803559999982,None,130.29803559999982,None,prac,None,None,1,1.4914884999998321,132.33870239999987,None,None,1,,,,,,,,,,,,,,229,24,Male,2022-06-03_13h54.59.335,Main,2022.1.1,59.85131735740555,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5040362999998251,134.81067209999992,None,None,1,,,,,,,,,,,,,,229,24,Male,2022-06-03_13h54.59.335,Main,2022.1.1,59.85131735740555,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.9116801000000123,137.31583369999998,None,None,0,,,,,,,,,,,,,,229,24,Male,2022-06-03_13h54.59.335,Main,2022.1.1,59.85131735740555,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9476199000000634,141.27588590000005,None,None,0,,,,,,,,,,,,,,229,24,Male,2022-06-03_13h54.59.335,Main,2022.1.1,59.85131735740555,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,5.2513256000002,143.22763489999988,None,None,0,,,,,,,,,,,,,,229,24,Male,2022-06-03_13h54.59.335,Main,2022.1.1,59.85131735740555,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.4854684999995698,150.4875118,None,None,0,,,,,,,,,,,,,,229,24,Male,2022-06-03_13h54.59.335,Main,2022.1.1,59.85131735740555,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.504777500000273,152.97465319999992,None,None,1,,,,,,,,,,,,,,229,24,Male,2022-06-03_13h54.59.335,Main,2022.1.1,59.85131735740555,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4982516000000032,155.48234739999998,None,None,1,,,,,,,,,,,,,,229,24,Male,2022-06-03_13h54.59.335,Main,2022.1.1,59.85131735740555,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8735437000000275,157.9796692,None,None,0,,,,,,,,,,,,,,229,24,Male,2022-06-03_13h54.59.335,Main,2022.1.1,59.85131735740555,
