distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,52.94901190000019,None,0.21203704,-0.25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,24,Female,2022-05-20_13h44.35.558,Main,2022.1.1,60.18958515531297,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,58.66722143999998,None,None,0.11111111,-0.35092592,0,0,0,1.0113347599997269,None,113.54373010000018,None,113.54373010000018,None,-0.06759259,-0.108333334,0,0,0,0.012655439999889495,None,115.1168160000002,None,115.1168160000002,None,117.12596210000015,None,117.12596210000015,None,prac,k,k,1,2.3622669999999744,119.16647770000009,None,None,0,,,,,,,,,,,,,,220,24,Female,2022-05-20_13h44.35.558,Main,2022.1.1,60.18958515531297,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4940732000000025,123.55950900000016,None,None,1,,,,,,,,,,,,,,220,24,Female,2022-05-20_13h44.35.558,Main,2022.1.1,60.18958515531297,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.512481500000149,126.05668680000008,None,None,1,,,,,,,,,,,,,,220,24,Female,2022-05-20_13h44.35.558,Main,2022.1.1,60.18958515531297,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5051548999999795,128.5677995000001,None,None,1,,,,,,,,,,,,,,220,24,Female,2022-05-20_13h44.35.558,Main,2022.1.1,60.18958515531297,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.496882800000094,131.07514250000008,None,None,1,,,,,,,,,,,,,,220,24,Female,2022-05-20_13h44.35.558,Main,2022.1.1,60.18958515531297,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.509695899999997,133.56415110000012,None,None,1,,,,,,,,,,,,,,220,24,Female,2022-05-20_13h44.35.558,Main,2022.1.1,60.18958515531297,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0374547999999777,136.07388360000004,None,None,0,,,,,,,,,,,,,,220,24,Female,2022-05-20_13h44.35.558,Main,2022.1.1,60.18958515531297,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5058180999999422,138.11519580000004,None,None,1,,,,,,,,,,,,,,220,24,Female,2022-05-20_13h44.35.558,Main,2022.1.1,60.18958515531297,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5014012999999977,140.63258990000008,None,None,1,,,,,,,,,,,,,,220,24,Female,2022-05-20_13h44.35.558,Main,2022.1.1,60.18958515531297,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.2918030000000726,143.12432520000016,None,None,0,,,,,,,,,,,,,,220,24,Female,2022-05-20_13h44.35.558,Main,2022.1.1,60.18958515531297,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.497856400000046,145.4216583,None,None,1,,,,,,,,,,,,,,220,24,Female,2022-05-20_13h44.35.558,Main,2022.1.1,60.18958515531297,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0671663000000535,147.92115620000004,None,None,0,,,,,,,,,,,,,,220,24,Female,2022-05-20_13h44.35.558,Main,2022.1.1,60.18958515531297,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5127724999999828,149.99191470000005,None,None,1,,,,,,,,,,,,,,220,24,Female,2022-05-20_13h44.35.558,Main,2022.1.1,60.18958515531297,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5081841000001077,152.51741660000016,None,None,1,,,,,,,,,,,,,,220,24,Female,2022-05-20_13h44.35.558,Main,2022.1.1,60.18958515531297,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9257552999999916,155.01616310000009,None,None,0,,,,,,,,,,,,,,220,24,Female,2022-05-20_13h44.35.558,Main,2022.1.1,60.18958515531297,
positive,blue,1,k,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0787482999999156,156.9434600000002,None,None,0,,,,,,,,,,,,,,220,24,Female,2022-05-20_13h44.35.558,Main,2022.1.1,60.18958515531297,
negative,blue,1,None,k,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4984054999999898,159.03340460000004,None,None,1,,,,,,,,,,,,,,220,24,Female,2022-05-20_13h44.35.558,Main,2022.1.1,60.18958515531297,
positive,blue,2,k,None,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9724326999998993,161.52193540000007,None,None,0,,,,,,,,,,,,,,220,24,Female,2022-05-20_13h44.35.558,Main,2022.1.1,60.18958515531297,
positive,blue,1,k,None,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.6716857000001255,163.49743130000002,None,None,0,,,,,,,,,,,,,,220,24,Female,2022-05-20_13h44.35.558,Main,2022.1.1,60.18958515531297,
positive,yellow,1,None,k,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.499380199999905,167.1719478,None,None,1,,,,,,,,,,,,,,220,24,Female,2022-05-20_13h44.35.558,Main,2022.1.1,60.18958515531297,
negative,yellow,1,k,None,,,,,1,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8646346000000449,169.67157740000016,None,None,0,,,,,,,,,,,,,,220,24,Female,2022-05-20_13h44.35.558,Main,2022.1.1,60.18958515531297,
positive,red,2,None,None,,,,,1,1,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4958329999999478,171.5397286,None,None,1,,,,,,,,,,,,,,220,24,Female,2022-05-20_13h44.35.558,Main,2022.1.1,60.18958515531297,
negative,blue,2,None,k,,,,,1,2,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5002417999999125,174.03491010000016,None,None,1,,,,,,,,,,,,,,220,24,Female,2022-05-20_13h44.35.558,Main,2022.1.1,60.18958515531297,
