distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,31.451445099999546,None,0.13703704,-0.010185185,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,24,Female,2022-05-04_16h29.05.235,Main,2022.1.1,60.0869458133576,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,36.48000061999191,None,None,0.12037037,-0.4398148,0,0,0,1.0009858200064627,None,91.72287250000227,None,91.72287250000227,None,-0.08148148,-0.11296296,0,0,0,0.012141120008891448,None,92.91096369999286,None,92.91096369999286,None,94.92325189999247,None,94.92325189999247,None,prac,k,k,1,1.7071971999976085,96.93663409999863,None,None,0,,,,,,,,,,,,,,210,24,Female,2022-05-04_16h29.05.235,Main,2022.1.1,60.0869458133576,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.497272000007797,100.67419350000273,None,None,1,,,,,,,,,,,,,,210,24,Female,2022-05-04_16h29.05.235,Main,2022.1.1,60.0869458133576,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4996697000024142,103.17185309999331,None,None,1,,,,,,,,,,,,,,210,24,Female,2022-05-04_16h29.05.235,Main,2022.1.1,60.0869458133576,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5144141999917338,105.67280359999859,None,None,1,,,,,,,,,,,,,,210,24,Female,2022-05-04_16h29.05.235,Main,2022.1.1,60.0869458133576,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5017471000028308,108.19113219999417,None,None,1,,,,,,,,,,,,,,210,24,Female,2022-05-04_16h29.05.235,Main,2022.1.1,60.0869458133576,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5066281000035815,110.69446250000328,None,None,1,,,,,,,,,,,,,,210,24,Female,2022-05-04_16h29.05.235,Main,2022.1.1,60.0869458133576,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,2.0360955000069225,113.20247219999146,None,None,0,,,,,,,,,,,,,,210,24,Female,2022-05-04_16h29.05.235,Main,2022.1.1,60.0869458133576,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5057502999989083,117.2553959999932,None,None,1,,,,,,,,,,,,,,210,24,Female,2022-05-04_16h29.05.235,Main,2022.1.1,60.0869458133576,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5058065000048373,119.76309480000054,None,None,1,,,,,,,,,,,,,,210,24,Female,2022-05-04_16h29.05.235,Main,2022.1.1,60.0869458133576,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0140509000048041,122.26819279999472,None,None,0,,,,,,,,,,,,,,210,24,Female,2022-05-04_16h29.05.235,Main,2022.1.1,60.0869458133576,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5042131999944104,124.28483979999146,None,None,1,,,,,,,,,,,,,,210,24,Female,2022-05-04_16h29.05.235,Main,2022.1.1,60.0869458133576,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9134141999966232,126.7955260000017,None,None,0,,,,,,,,,,,,,,210,24,Female,2022-05-04_16h29.05.235,Main,2022.1.1,60.0869458133576,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.509462000001804,128.7098382999975,None,None,1,,,,,,,,,,,,,,210,24,Female,2022-05-04_16h29.05.235,Main,2022.1.1,60.0869458133576,
