distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,32.41239409998525,None,-0.24722221,-0.225,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,22,Female,2022-05-11_11h18.25.123,Parachute,2022.1.1,59.95962320337596,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,39.45502850005869,None,None,0.02037037,-0.34166667,0,0,0,1.0042990000220016,None,96.44128060003277,None,96.44128060003277,None,-0.08425926,-0.06851852,0,0,0,0.012530699954368174,None,102.06169560004491,None,102.06169560004491,None,104.07393810001668,None,104.07393810001668,None,prac,k,k,1,2.5814407999860123,106.08501639997121,None,None,0,,,,,,,,,,,,,,128,22,Female,2022-05-11_11h18.25.123,Parachute,2022.1.1,59.95962320337596,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.50157369999215,110.68942980002612,None,None,1,,,,,,,,,,,,,,128,22,Female,2022-05-11_11h18.25.123,Parachute,2022.1.1,59.95962320337596,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4977303000632674,113.19396629999392,None,None,1,,,,,,,,,,,,,,128,22,Female,2022-05-11_11h18.25.123,Parachute,2022.1.1,59.95962320337596,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4983924000989646,115.69260279997252,None,None,1,,,,,,,,,,,,,,128,22,Female,2022-05-11_11h18.25.123,Parachute,2022.1.1,59.95962320337596,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4988125000381842,118.19164390000515,None,None,1,,,,,,,,,,,,,,128,22,Female,2022-05-11_11h18.25.123,Parachute,2022.1.1,59.95962320337596,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4988190999720246,120.69259310001507,None,None,1,,,,,,,,,,,,,,128,22,Female,2022-05-11_11h18.25.123,Parachute,2022.1.1,59.95962320337596,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7783753999974579,123.19237359997351,None,None,0,,,,,,,,,,,,,,128,22,Female,2022-05-11_11h18.25.123,Parachute,2022.1.1,59.95962320337596,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5021009999327362,124.97311560006347,None,None,1,,,,,,,,,,,,,,128,22,Female,2022-05-11_11h18.25.123,Parachute,2022.1.1,59.95962320337596,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4986111000180244,127.47528090002015,None,None,1,,,,,,,,,,,,,,128,22,Female,2022-05-11_11h18.25.123,Parachute,2022.1.1,59.95962320337596,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0449271000688896,129.9749715999933,None,None,0,,,,,,,,,,,,,,128,22,Female,2022-05-11_11h18.25.123,Parachute,2022.1.1,59.95962320337596,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.503182700020261,132.02364290005062,None,None,1,,,,,,,,,,,,,,128,22,Female,2022-05-11_11h18.25.123,Parachute,2022.1.1,59.95962320337596,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9367984998971224,134.5258773000678,None,None,0,,,,,,,,,,,,,,128,22,Female,2022-05-11_11h18.25.123,Parachute,2022.1.1,59.95962320337596,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4930209000594914,136.46213470003568,None,None,1,,,,,,,,,,,,,,128,22,Female,2022-05-11_11h18.25.123,Parachute,2022.1.1,59.95962320337596,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4987550999503583,138.95825769996736,None,None,1,,,,,,,,,,,,,,128,22,Female,2022-05-11_11h18.25.123,Parachute,2022.1.1,59.95962320337596,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8036508000222966,141.45849550003186,None,None,0,,,,,,,,,,,,,,128,22,Female,2022-05-11_11h18.25.123,Parachute,2022.1.1,59.95962320337596,
positive,blue,1,k,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9659887000452727,143.2632261000108,None,None,0,,,,,,,,,,,,,,128,22,Female,2022-05-11_11h18.25.123,Parachute,2022.1.1,59.95962320337596,
