distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,42.69321549998131,None,0.10555556,-0.1388889,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,33,Female,2022-05-11_09h50.21.747,Parachute,2022.1.1,59.976057571007786,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,46.62744098996045,None,None,0.022222223,-0.26018518,0,0,0,1.0137735500466079,None,64.11279589997139,None,64.11279589997139,None,-0.11203704,-0.087037034,0,0,0,0.013537290040403605,None,65.31438569992315,None,65.31438569992315,None,67.32955969998147,None,67.32955969998147,None,prac,None,None,1,1.5094172999961302,69.34321319998708,None,None,1,,,,,,,,,,,,,,127,33,Female,2022-05-11_09h50.21.747,Parachute,2022.1.1,59.976057571007786,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4993317000335082,71.82992589997593,None,None,1,,,,,,,,,,,,,,127,33,Female,2022-05-11_09h50.21.747,Parachute,2022.1.1,59.976057571007786,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8365298999706283,74.33108059992082,None,None,0,,,,,,,,,,,,,,127,33,Female,2022-05-11_09h50.21.747,Parachute,2022.1.1,59.976057571007786,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.2158802999183536,76.16614809993189,None,None,0,,,,,,,,,,,,,,127,33,Female,2022-05-11_09h50.21.747,Parachute,2022.1.1,59.976057571007786,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7486941999522969,78.38319019996561,None,None,0,,,,,,,,,,,,,,127,33,Female,2022-05-11_09h50.21.747,Parachute,2022.1.1,59.976057571007786,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9816317999502644,80.13332699995954,None,None,0,,,,,,,,,,,,,,127,33,Female,2022-05-11_09h50.21.747,Parachute,2022.1.1,59.976057571007786,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4938546000048518,82.1165253999643,None,None,1,,,,,,,,,,,,,,127,33,Female,2022-05-11_09h50.21.747,Parachute,2022.1.1,59.976057571007786,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4985002999892458,84.61377059994265,None,None,1,,,,,,,,,,,,,,127,33,Female,2022-05-11_09h50.21.747,Parachute,2022.1.1,59.976057571007786,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7371723999967799,87.11399450001772,None,None,0,,,,,,,,,,,,,,127,33,Female,2022-05-11_09h50.21.747,Parachute,2022.1.1,59.976057571007786,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4938984999898821,88.85036939999554,None,None,1,,,,,,,,,,,,,,127,33,Female,2022-05-11_09h50.21.747,Parachute,2022.1.1,59.976057571007786,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9700989000266418,91.34793859999627,None,None,0,,,,,,,,,,,,,,127,33,Female,2022-05-11_09h50.21.747,Parachute,2022.1.1,59.976057571007786,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4940833000000566,93.31679579999764,None,None,1,,,,,,,,,,,,,,127,33,Female,2022-05-11_09h50.21.747,Parachute,2022.1.1,59.976057571007786,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4986592000350356,95.81443599995691,None,None,1,,,,,,,,,,,,,,127,33,Female,2022-05-11_09h50.21.747,Parachute,2022.1.1,59.976057571007786,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4978605000069365,98.31451179995202,None,None,1,,,,,,,,,,,,,,127,33,Female,2022-05-11_09h50.21.747,Parachute,2022.1.1,59.976057571007786,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.499762599938549,100.81376199994702,None,None,1,,,,,,,,,,,,,,127,33,Female,2022-05-11_09h50.21.747,Parachute,2022.1.1,59.976057571007786,
positive,blue,1,k,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4984930000500754,103.31499679991975,None,None,1,,,,,,,,,,,,,,127,33,Female,2022-05-11_09h50.21.747,Parachute,2022.1.1,59.976057571007786,
negative,blue,1,None,k,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.804504600004293,105.81407179997768,None,None,0,,,,,,,,,,,,,,127,33,Female,2022-05-11_09h50.21.747,Parachute,2022.1.1,59.976057571007786,
positive,blue,2,k,None,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4928148000035435,107.61846619995777,None,None,1,,,,,,,,,,,,,,127,33,Female,2022-05-11_09h50.21.747,Parachute,2022.1.1,59.976057571007786,
positive,blue,1,k,None,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4983711999375373,110.11430130002555,None,None,1,,,,,,,,,,,,,,127,33,Female,2022-05-11_09h50.21.747,Parachute,2022.1.1,59.976057571007786,
positive,yellow,1,None,k,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7024321999633685,112.61408620001748,None,None,0,,,,,,,,,,,,,,127,33,Female,2022-05-11_09h50.21.747,Parachute,2022.1.1,59.976057571007786,
negative,yellow,1,k,None,,,,,1,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4954781000269577,114.31775980000384,None,None,1,,,,,,,,,,,,,,127,33,Female,2022-05-11_09h50.21.747,Parachute,2022.1.1,59.976057571007786,
