distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,33.11330830003135,None,0.38981482,-0.30555555,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,30,Male,2022-05-10_09h59.33.369,Parachute,2022.1.1,59.8425781135805,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,96.62790293002035,None,None,0.15648147,-0.24907407,0,0,0,1.0106480799149722,None,97.69489140005317,None,97.69489140005317,None,-0.09259259,-0.1,0,0,0,0.013673730078153312,None,98.93560399999842,None,98.93560399999842,None,100.94194050005171,None,100.94194050005171,None,prac,k,k,1,3.331154399900697,102.96986890002154,None,None,0,,,,,,,,,,,,,,124,30,Male,2022-05-10_09h59.33.369,Parachute,2022.1.1,59.8425781135805,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.502419399912469,108.31838880002033,None,None,1,,,,,,,,,,,,,,124,30,Male,2022-05-10_09h59.33.369,Parachute,2022.1.1,59.8425781135805,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4973284000298008,110.81585640006233,None,None,1,,,,,,,,,,,,,,124,30,Male,2022-05-10_09h59.33.369,Parachute,2022.1.1,59.8425781135805,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4989186999155208,113.32105270004831,None,None,1,,,,,,,,,,,,,,124,30,Male,2022-05-10_09h59.33.369,Parachute,2022.1.1,59.8425781135805,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.498143499949947,115.81962030008435,None,None,1,,,,,,,,,,,,,,124,30,Male,2022-05-10_09h59.33.369,Parachute,2022.1.1,59.8425781135805,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5001807999797165,118.314435300068,None,None,1,,,,,,,,,,,,,,124,30,Male,2022-05-10_09h59.33.369,Parachute,2022.1.1,59.8425781135805,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9022647000383586,120.81598980003037,None,None,0,,,,,,,,,,,,,,124,30,Male,2022-05-10_09h59.33.369,Parachute,2022.1.1,59.8425781135805,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4932648999383673,122.71680290007498,None,None,1,,,,,,,,,,,,,,124,30,Male,2022-05-10_09h59.33.369,Parachute,2022.1.1,59.8425781135805,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4987871999619529,125.2200486001093,None,None,1,,,,,,,,,,,,,,124,30,Male,2022-05-10_09h59.33.369,Parachute,2022.1.1,59.8425781135805,
