distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,40.488951600011205,None,-0.028703704,0.048148148,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,56.01326022000867,None,None,-0.12685186,-0.39259258,0,0,0,1.0039140000299085,None,110.39780500001507,None,110.39780500001507,None,-0.12314815,-0.1037037,0,0,0,0.01371121997362934,None,111.55424369999673,None,111.55424369999673,None,113.56706520001171,None,113.56706520001171,None,prac,None,None,1,1.5095660999941174,115.57962210002006,None,None,1,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4993608000222594,118.064726600016,None,None,1,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8158173999981955,120.5668593000155,None,None,0,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8862949000031222,122.38391120001324,None,None,0,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8617622000165284,124.27011280000443,None,None,0,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.5516863000229932,126.13370010000654,None,None,0,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5021615999867208,129.73136969999177,None,None,1,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.497194399998989,132.2333851000003,None,None,1,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0199825999734458,134.7321357000037,None,None,0,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4943251999793574,136.7533769000147,None,None,1,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.953816299996106,139.248888800008,None,None,0,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4935468999901786,141.2036735000147,None,None,1,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4982408999931067,143.69843320001382,None,None,1,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4996291999996174,146.1985837999964,None,None,1,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,k,0,0.7007302999845706,148.69950250000693,None,None,1,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
positive,blue,1,k,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5013914000010118,151.4156748999958,None,None,1,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
negative,blue,1,None,k,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8002266999974381,153.9162335000001,None,None,0,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
positive,blue,2,k,None,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.496448899997631,155.71781010000268,None,None,1,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
positive,blue,1,k,None,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4985618999926373,158.2160075000138,None,None,1,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
positive,yellow,1,None,k,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0875148999912199,160.7157889000082,None,None,0,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
negative,yellow,1,k,None,,,,,1,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4932492999942042,162.80452560001868,None,None,1,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
positive,red,2,None,None,,,,,1,1,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4986115999927279,165.2990827000176,None,None,1,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
negative,blue,2,None,k,,,,,1,2,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7706175999774132,167.79916850000154,None,None,0,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
positive,yellow,1,None,k,,,,,1,3,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9812881000107154,169.57160850000218,None,None,0,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
negative,blue,2,None,k,,,,,1,4,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9157241999928374,171.55454800001462,None,None,0,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
negative,blue,1,None,k,,,,,1,5,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.3314040999975987,173.47147220000625,None,None,0,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
negative,yellow,2,k,None,,,,,1,6,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4945809000055306,175.8043777999992,None,None,1,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
negative,red,1,None,None,,,,,1,7,27,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4984623999916948,178.29974730001413,None,None,1,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
positive,yellow,2,None,k,,,,,1,8,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9010236999893095,180.80057320001652,None,None,0,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
negative,yellow,1,k,None,,,,,1,9,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.496281799976714,182.7022280000092,None,None,1,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
positive,yellow,2,None,k,,,,,1,10,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8375202000024728,185.20012850000057,None,None,0,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
negative,yellow,2,k,None,,,,,1,11,31,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4929993000114337,187.03823010000633,None,None,1,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
negative,red,2,None,None,,,,,1,12,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.499093799997354,189.53312410000945,None,None,1,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
positive,red,1,None,None,,,,,1,13,33,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4983417999756057,192.03327000001445,None,None,1,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
positive,blue,2,k,None,,,,,1,14,34,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4991363000008278,194.5333055999945,None,None,1,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
positive,blue,1,k,None,,,,,1,15,35,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4984756000048947,197.03347630001372,None,None,1,,,,,,,,,,,,,,117,22,Female,2022-05-05_14h21.10.818,Parachute,2022.1.1,59.64537247763395,
