distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,35.406660399981774,None,-0.3314815,-0.13981481,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,19,Female,2022-04-29_17h17.50.605,Parachute,2022.1.1,59.941976161388965,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,41.83947221000271,None,None,-0.16111112,-0.4074074,0,0,0,1.0045697500172537,None,122.0742621999816,None,122.0742621999816,None,-0.08796296,-0.08611111,0,0,0,0.013492910045897588,None,123.1237293999875,None,123.1237293999875,None,125.14935920000426,None,125.14935920000426,None,prac,None,None,1,1.5096206000016537,127.15456850000191,None,None,1,,,,,,,,,,,,,,105,19,Female,2022-04-29_17h17.50.605,Parachute,2022.1.1,59.941976161388965,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4983247999916784,129.64358010000433,None,None,1,,,,,,,,,,,,,,105,19,Female,2022-04-29_17h17.50.605,Parachute,2022.1.1,59.941976161388965,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.3623370999994222,132.14294749998953,None,None,0,,,,,,,,,,,,,,105,19,Female,2022-04-29_17h17.50.605,Parachute,2022.1.1,59.941976161388965,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.3893380999797955,134.50720829999773,None,None,0,,,,,,,,,,,,,,105,19,Female,2022-04-29_17h17.50.605,Parachute,2022.1.1,59.941976161388965,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0660406999813858,136.89574499998707,None,None,0,,,,,,,,,,,,,,105,19,Female,2022-04-29_17h17.50.605,Parachute,2022.1.1,59.941976161388965,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,2.099217500013765,138.96289299998898,None,None,0,,,,,,,,,,,,,,105,19,Female,2022-04-29_17h17.50.605,Parachute,2022.1.1,59.941976161388965,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5019595999910962,143.10759719999623,None,None,1,,,,,,,,,,,,,,105,19,Female,2022-04-29_17h17.50.605,Parachute,2022.1.1,59.941976161388965,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4983168999897316,145.6102781999798,None,None,1,,,,,,,,,,,,,,105,19,Female,2022-04-29_17h17.50.605,Parachute,2022.1.1,59.941976161388965,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8533842999895569,148.11054019999574,None,None,0,,,,,,,,,,,,,,105,19,Female,2022-04-29_17h17.50.605,Parachute,2022.1.1,59.941976161388965,
