distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,30.408161399999926,None,-0.016666668,-0.19907407,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,21,Male,2022-05-23_14h05.01.493,Main,2022.1.1,60.008233129594615,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,95.38465649999986,None,None,0.26944444,-0.4,0,0,0,1.003581899999972,None,97.65100849999999,None,97.65100849999999,None,-0.07037037,-0.08148148,0,0,0,0.01288820000013402,None,98.35469239999998,None,98.35469239999998,None,100.36521270000003,None,100.36521270000003,None,prac,k,k,1,52.10064620000003,102.40726139999992,None,None,0,,,,,,,,,,,,,,222,21,Male,2022-05-23_14h05.01.493,Main,2022.1.1,60.008233129594615,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5064483000001019,156.52138880000007,None,None,1,,,,,,,,,,,,,,222,21,Male,2022-05-23_14h05.01.493,Main,2022.1.1,60.008233129594615,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5030891000001247,159.03132359999995,None,None,1,,,,,,,,,,,,,,222,21,Male,2022-05-23_14h05.01.493,Main,2022.1.1,60.008233129594615,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5120847999999114,161.53051549999986,None,None,1,,,,,,,,,,,,,,222,21,Male,2022-05-23_14h05.01.493,Main,2022.1.1,60.008233129594615,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.498669800000016,164.04952920000005,None,None,1,,,,,,,,,,,,,,222,21,Male,2022-05-23_14h05.01.493,Main,2022.1.1,60.008233129594615,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.498713600000201,166.54224520000002,None,None,1,,,,,,,,,,,,,,222,21,Male,2022-05-23_14h05.01.493,Main,2022.1.1,60.008233129594615,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.4769145999998727,169.04216389999988,None,None,0,,,,,,,,,,,,,,222,21,Male,2022-05-23_14h05.01.493,Main,2022.1.1,60.008233129594615,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5026729999999588,171.5314289999999,None,None,1,,,,,,,,,,,,,,222,21,Male,2022-05-23_14h05.01.493,Main,2022.1.1,60.008233129594615,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5087035999999898,174.03289790000008,None,None,1,,,,,,,,,,,,,,222,21,Male,2022-05-23_14h05.01.493,Main,2022.1.1,60.008233129594615,
