distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,34.31140390003566,None,-0.25277779,-0.13981481,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,39.37284569005715,None,None,0.25462964,-0.4027778,0,0,0,1.0050761500606313,None,94.52477889996953,None,94.52477889996953,None,-0.11296296,-0.08888889,0,0,0,0.013161890092305839,None,96.42788570001721,None,96.42788570001721,None,98.44335780001711,None,98.44335780001711,None,prac,None,None,1,1.5096068000420928,100.45655809994787,None,None,1,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.498223999980837,102.94385389995296,None,None,1,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7547532001044601,105.44307979999576,None,None,0,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7820078999502584,107.19741240004078,None,None,0,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8341857000486925,108.98065909999423,None,None,0,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7941449999343604,110.81641249998938,None,None,0,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4949199000839144,112.61337010003626,None,None,1,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.499248299980536,115.110668099951,None,None,1,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.5873304000124335,117.61137349996716,None,None,0,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4931281000608578,119.1975492000347,None,None,1,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7707866000710055,121.69403020001482,None,None,0,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4933841999154538,123.46465750003699,None,None,1,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.498886700021103,125.96106749994215,None,None,1,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4990234000142664,128.46136469999328,None,None,1,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4980143000138924,130.96159950003494,None,None,1,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
positive,blue,1,k,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5002778000198305,133.46103959996253,None,None,1,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
negative,blue,1,None,k,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.6533321000169963,135.96315149997827,None,None,0,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
positive,blue,2,k,None,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4938791999593377,137.6153975999914,None,None,1,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
positive,blue,1,k,None,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4983856999315321,140.11332330002915,None,None,1,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
positive,yellow,1,None,k,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7028184999944642,142.61247339996044,None,None,0,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
negative,yellow,1,k,None,,,,,1,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4934275000123307,144.31429769995157,None,None,1,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
positive,red,2,None,None,,,,,1,1,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4990207999944687,146.8108114999486,None,None,1,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
negative,blue,2,None,k,,,,,1,2,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9541480999905616,149.311120999977,None,None,0,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
positive,yellow,1,None,k,,,,,1,3,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.6988778000231832,151.26469550002366,None,None,0,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
negative,blue,2,None,k,,,,,1,4,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.6980426999507472,152.96510290005244,None,None,0,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
negative,blue,1,None,k,,,,,1,5,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.099274699925445,154.66489749995526,None,None,0,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
negative,yellow,2,k,None,,,,,1,6,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4934174000518396,156.76482429995667,None,None,1,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
negative,red,1,None,None,,,,,1,7,27,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4987434999784455,159.26193599996623,None,None,1,,,,,,,,,,,,,,129,20,Female,2022-05-11_12h41.29.648,Parachute,2022.1.1,60.06070939382316,
