distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,34.43947830000252,None,0.3351852,-0.23425926,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,38.76697123999329,None,None,0.52592593,-0.31574073,0,0,0,1.011232499993639,None,112.87044959999912,None,112.87044959999912,None,-0.085185185,-0.09166667,0,0,0,0.013273339995066635,None,114.30418200000713,None,114.30418200000713,None,116.3168924000056,None,116.3168924000056,None,prac,None,None,1,1.512208100000862,118.3344356000016,None,None,1,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4979163000098197,120.82194179999351,None,None,1,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.2539550000074087,123.32100140000694,None,None,0,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.2401562000013655,125.57404849999875,None,None,0,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.07316479999281,127.81840550000197,None,None,0,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.2485101999918697,129.89135570000508,None,None,0,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4936398999998346,132.141558000003,None,None,1,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4998464999953285,134.63672500000393,None,None,1,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.1365033999900334,137.13802600000054,None,None,0,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4940127000008943,139.27390660000674,None,None,1,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0777647999930196,141.77208389999578,None,None,0,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5021702999947593,143.8520417999971,None,None,1,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.498723800003063,146.3541256000026,None,None,1,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.498884000000544,148.86000689999491,None,None,1,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4984308999992209,151.35453199999756,None,None,1,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
positive,blue,1,k,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4985415999981342,153.85433040000498,None,None,1,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
negative,blue,1,None,k,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9712327000015648,156.35366249999788,None,None,0,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
positive,blue,2,k,None,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4935278999910224,158.32454430000507,None,None,1,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
positive,blue,1,k,None,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4981594000128098,160.82183250000526,None,None,1,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
positive,yellow,1,None,k,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8968698999960907,163.32123489999503,None,None,0,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
negative,yellow,1,k,None,,,,,1,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.500559299995075,165.21878480000305,None,None,1,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
positive,red,2,None,None,,,,,1,1,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.498223100003088,167.72144389999448,None,None,1,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
negative,blue,2,None,k,,,,,1,2,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9876269000087632,170.2209290000028,None,None,0,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
positive,yellow,1,None,k,,,,,1,3,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.3324507000070298,172.20815600000788,None,None,0,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
negative,blue,2,None,k,,,,,1,4,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.2156369000003906,174.5417490999971,None,None,0,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
negative,blue,1,None,k,,,,,1,5,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.5146688999957405,176.75916830000642,None,None,0,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
negative,yellow,2,k,None,,,,,1,6,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.502334399992833,180.31923480000114,None,None,1,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
negative,red,1,None,None,,,,,1,7,27,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4978624999930616,182.82298280000396,None,None,1,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
positive,yellow,2,None,k,,,,,1,8,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8871454000036465,185.32148650000454,None,None,0,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
negative,yellow,1,k,None,,,,,1,9,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4929239000048256,187.20841039999505,None,None,1,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
positive,yellow,2,None,k,,,,,1,10,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.787537500000326,189.70452749999822,None,None,0,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
negative,yellow,2,k,None,,,,,1,11,31,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.493139099999098,191.49263269999938,None,None,1,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
negative,red,2,None,None,,,,,1,12,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4989394000003813,193.9887141999934,None,None,1,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
positive,red,1,None,None,,,,,1,13,33,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.498969300009776,196.48946460000298,None,None,1,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
positive,blue,2,k,None,,,,,1,14,34,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4985427000065101,198.98973270000715,None,None,1,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
positive,blue,1,k,None,,,,,1,15,35,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4986342000047443,201.48992000000726,None,None,1,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
negative,blue,1,None,k,,,,,1,16,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0375532000034582,203.98943149999832,None,None,0,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
positive,blue,2,k,None,,,,,1,17,37,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4940693999960786,206.0250789999991,None,None,1,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
positive,blue,1,k,None,,,,,1,18,38,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4976391999953194,208.52297550000367,None,None,1,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
positive,yellow,1,None,k,,,,,1,19,39,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9708566000044812,211.0221234000055,None,None,0,,,,,,,,,,,,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.01243400000385,None,213.01243400000385,None,0.17037037,-0.06759259,0,0,0,0.012347740004770458,None,,,103,22,Female,2022-04-28_15h50.44.750,Parachute,2022.1.1,60.0592304148206,
