distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,36.29889249999542,None,-0.4101852,0.043518517,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,41.691872159997004,None,None,-0.19722222,-0.3212963,0,0,0,1.0075364000513218,None,96.26012699998682,None,96.26012699998682,None,-0.11574074,-0.096296296,0,0,0,0.01327106001554057,None,97.56461619999027,None,97.56461619999027,None,99.57902679999825,None,99.57902679999825,None,prac,k,k,1,9.014909700024873,101.5905047999695,None,None,0,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.502202900010161,112.6263665999868,None,None,1,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.497985499969218,115.12933139997767,None,None,1,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4992542999680154,117.6283522999729,None,None,1,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.49894039996434,120.1299021000159,None,None,1,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4996276999590918,122.62978089996614,None,None,1,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8203266999917105,125.13170759996865,None,None,0,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5084910999867134,126.95043169998098,None,None,1,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4988322000135668,129.46289309998974,None,None,1,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.252759099996183,131.96279219997814,None,None,0,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4947932999930345,134.21542750002118,None,None,1,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,2.9537577999872155,136.71373469999526,None,None,0,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5021579000167549,141.67691530002048,None,None,1,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.497800700017251,144.180764299992,None,None,1,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9205939000239596,146.67999679996865,None,None,0,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
positive,blue,1,k,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.5406215999973938,148.59917669999413,None,None,0,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
negative,blue,1,None,k,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5024169000098482,152.144032399985,None,None,1,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
positive,blue,2,k,None,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8181777999852784,154.64743060001638,None,None,0,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
positive,blue,1,k,None,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.6505171000026166,156.47448319999967,None,None,0,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
positive,yellow,1,None,k,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4928406999679282,158.11722600000212,None,None,1,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
negative,yellow,1,k,None,,,,,1,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7627906000125222,160.61289789999137,None,None,0,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
positive,red,2,None,None,,,,,1,1,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5015624999650754,162.37775009998586,None,None,1,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
negative,blue,2,None,k,,,,,1,2,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.498355099989567,164.88086699997075,None,None,1,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
positive,yellow,1,None,k,,,,,1,3,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.498732200008817,167.38054769998416,None,None,1,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
negative,blue,2,None,k,,,,,1,4,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4989174999645911,169.8798836999922,None,None,1,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
negative,blue,1,None,k,,,,,1,5,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4983437999617308,172.38024029997177,None,None,1,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
negative,yellow,2,k,None,,,,,1,6,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8377071000286378,174.88020499999402,None,None,0,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
negative,red,1,None,None,,,,,1,7,27,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4930349999922328,176.71673280000687,None,None,1,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
positive,yellow,2,None,k,,,,,1,8,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4988970999838784,179.21370359999128,None,None,1,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
negative,yellow,1,k,None,,,,,1,9,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,-0.7323373000253923,181.71360309998272,None,None,0,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
positive,yellow,2,None,k,,,,,1,10,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5019492999999784,184.99453819997143,None,None,1,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
negative,yellow,2,k,None,,,,,1,11,31,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0869594999821857,187.49763769999845,None,None,0,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
negative,red,2,None,None,,,,,1,12,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4932060000137426,189.5835871999734,None,None,1,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
positive,red,1,None,None,,,,,1,13,33,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4988900999887846,192.08081969997147,None,None,1,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
positive,blue,2,k,None,,,,,1,14,34,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9370971000171266,194.58092059998307,None,None,0,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
positive,blue,1,k,None,,,,,1,15,35,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8130851000314578,196.5171043999726,None,None,0,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
negative,blue,1,None,k,,,,,1,16,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4954398999689147,198.33410669997102,None,None,1,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
positive,blue,2,k,None,,,,,1,17,37,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.9691230000462383,200.8302030999912,None,None,0,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
positive,blue,1,k,None,,,,,1,18,38,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8242328999913298,204.81200859998353,None,None,0,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
positive,yellow,1,None,k,,,,,1,19,39,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4923265999532305,206.63448890001746,None,None,1,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.15103389997967,None,209.15103389997967,None,-0.14907408,-0.096296296,0,0,0,0.012592060025781393,None,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
negative,yellow,2,k,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.66348749998724,None,210.66348749998724,None,main,k,k,1,3.053291700023692,212.71139379998203,None,None,0,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h40.47.719,Parachute,2022.1.1,59.950313185943955,
