distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,31.451498399997945,None,-0.10925926,0.083333336,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,23,Male,2022-05-04_14h48.53.657,Main,2022.1.1,59.93500648295789,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,62.299938459997065,None,None,0.06111111,-0.05277778,0,0,0,1.015916259988444,None,122.57601889999933,None,122.57601889999933,None,-0.11296296,-0.06111111,0,0,0,0.01324215998465661,None,130.2646922999993,None,130.2646922999993,None,132.27478409999458,None,132.27478409999458,None,prac,k,k,1,14.530835899990052,134.3202794999961,None,None,0,,,,,,,,,,,,,,208,23,Male,2022-05-04_14h48.53.657,Main,2022.1.1,59.93500648295789,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4910254999995232,150.8910756999976,None,None,1,,,,,,,,,,,,,,208,23,Male,2022-05-04_14h48.53.657,Main,2022.1.1,59.93500648295789,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5061698999925284,153.3826654000004,None,None,1,,,,,,,,,,,,,,208,23,Male,2022-05-04_14h48.53.657,Main,2022.1.1,59.93500648295789,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4970327000046382,155.88380890000553,None,None,1,,,,,,,,,,,,,,208,23,Male,2022-05-04_14h48.53.657,Main,2022.1.1,59.93500648295789,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4990457000094466,158.38419699999213,None,None,1,,,,,,,,,,,,,,208,23,Male,2022-05-04_14h48.53.657,Main,2022.1.1,59.93500648295789,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4973792000091635,160.87517630000366,None,None,1,,,,,,,,,,,,,,208,23,Male,2022-05-04_14h48.53.657,Main,2022.1.1,59.93500648295789,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.1297951000015019,163.37415970000438,None,None,0,,,,,,,,,,,,,,208,23,Male,2022-05-04_14h48.53.657,Main,2022.1.1,59.93500648295789,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5032215999963228,165.50333140000293,None,None,1,,,,,,,,,,,,,,208,23,Male,2022-05-04_14h48.53.657,Main,2022.1.1,59.93500648295789,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5113899999996647,168.01067519999924,None,None,1,,,,,,,,,,,,,,208,23,Male,2022-05-04_14h48.53.657,Main,2022.1.1,59.93500648295789,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,2.164659500005655,170.5217127999931,None,None,0,,,,,,,,,,,,,,208,23,Male,2022-05-04_14h48.53.657,Main,2022.1.1,59.93500648295789,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4998038999910932,174.69803089999186,None,None,1,,,,,,,,,,,,,,208,23,Male,2022-05-04_14h48.53.657,Main,2022.1.1,59.93500648295789,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,2.962637500007986,177.18738859999576,None,None,0,,,,,,,,,,,,,,208,23,Male,2022-05-04_14h48.53.657,Main,2022.1.1,59.93500648295789,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4993082000000868,182.17026949999854,None,None,1,,,,,,,,,,,,,,208,23,Male,2022-05-04_14h48.53.657,Main,2022.1.1,59.93500648295789,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5005459999956656,184.67202149999503,None,None,1,,,,,,,,,,,,,,208,23,Male,2022-05-04_14h48.53.657,Main,2022.1.1,59.93500648295789,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.2595920000021579,187.17415079999773,None,None,0,,,,,,,,,,,,,,208,23,Male,2022-05-04_14h48.53.657,Main,2022.1.1,59.93500648295789,
positive,blue,1,k,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.7778648999956204,189.43298300000606,None,None,0,,,,,,,,,,,,,,208,23,Male,2022-05-04_14h48.53.657,Main,2022.1.1,59.93500648295789,
negative,blue,1,None,k,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.503692400001455,193.23105610000493,None,None,1,,,,,,,,,,,,,,208,23,Male,2022-05-04_14h48.53.657,Main,2022.1.1,59.93500648295789,
positive,blue,2,k,None,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.41463769999973,195.72554759999912,None,None,0,,,,,,,,,,,,,,208,23,Male,2022-05-04_14h48.53.657,Main,2022.1.1,59.93500648295789,
positive,blue,1,k,None,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,2.14344759999949,198.15052379999543,None,None,0,,,,,,,,,,,,,,208,23,Male,2022-05-04_14h48.53.657,Main,2022.1.1,59.93500648295789,
positive,yellow,1,None,k,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5027749000000767,202.3026344999962,None,None,1,,,,,,,,,,,,,,208,23,Male,2022-05-04_14h48.53.657,Main,2022.1.1,59.93500648295789,
negative,yellow,1,k,None,,,,,1,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.931519899997511,204.8065002999938,None,None,0,,,,,,,,,,,,,,208,23,Male,2022-05-04_14h48.53.657,Main,2022.1.1,59.93500648295789,
positive,red,2,None,None,,,,,1,1,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4942227999999886,206.74061999999685,None,None,1,,,,,,,,,,,,,,208,23,Male,2022-05-04_14h48.53.657,Main,2022.1.1,59.93500648295789,
negative,blue,2,None,k,,,,,1,2,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4955980999948224,209.23583079999662,None,None,1,,,,,,,,,,,,,,208,23,Male,2022-05-04_14h48.53.657,Main,2022.1.1,59.93500648295789,
positive,yellow,1,None,k,,,,,1,3,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4989026999974158,211.73246539999673,None,None,1,,,,,,,,,,,,,,208,23,Male,2022-05-04_14h48.53.657,Main,2022.1.1,59.93500648295789,
negative,blue,2,None,k,,,,,1,4,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5055458999995608,214.23108820000198,None,None,1,,,,,,,,,,,,,,208,23,Male,2022-05-04_14h48.53.657,Main,2022.1.1,59.93500648295789,
