distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,34.166525999986334,None,-0.046296295,-0.17962962,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,24,Female,2022-05-05_11h25.50.869,Parachute,2022.1.1,60.2447745171287,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,41.84419768000371,None,None,0.21296297,-0.40925926,0,0,0,1.0033755800395738,None,99.32891459998791,None,99.32891459998791,None,-0.09351852,-0.09351852,0,0,0,0.013272279989905655,None,102.68431449998752,None,102.68431449998752,None,104.69952460000059,None,104.69952460000059,None,prac,k,k,1,1.5648931000032462,106.70833140000468,None,None,0,,,,,,,,,,,,,,116,24,Female,2022-05-05_11h25.50.869,Parachute,2022.1.1,60.2447745171287,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5020206000190228,110.29594549999456,None,None,1,,,,,,,,,,,,,,116,24,Female,2022-05-05_11h25.50.869,Parachute,2022.1.1,60.2447745171287,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.498348100023577,112.79680389998248,None,None,1,,,,,,,,,,,,,,116,24,Female,2022-05-05_11h25.50.869,Parachute,2022.1.1,60.2447745171287,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4984608000086155,115.29814939998323,None,None,1,,,,,,,,,,,,,,116,24,Female,2022-05-05_11h25.50.869,Parachute,2022.1.1,60.2447745171287,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4988399999856483,117.79584390000673,None,None,1,,,,,,,,,,,,,,116,24,Female,2022-05-05_11h25.50.869,Parachute,2022.1.1,60.2447745171287,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4991953000135254,120.29623730000458,None,None,1,,,,,,,,,,,,,,116,24,Female,2022-05-05_11h25.50.869,Parachute,2022.1.1,60.2447745171287,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.720917600003304,122.79681249998976,None,None,0,,,,,,,,,,,,,,116,24,Female,2022-05-05_11h25.50.869,Parachute,2022.1.1,60.2447745171287,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4929635000007693,124.51786560000619,None,None,1,,,,,,,,,,,,,,116,24,Female,2022-05-05_11h25.50.869,Parachute,2022.1.1,60.2447745171287,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4981928000051994,127.01350649999222,None,None,1,,,,,,,,,,,,,,116,24,Female,2022-05-05_11h25.50.869,Parachute,2022.1.1,60.2447745171287,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9342958999914117,129.5135578000045,None,None,0,,,,,,,,,,,,,,116,24,Female,2022-05-05_11h25.50.869,Parachute,2022.1.1,60.2447745171287,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4965635999978986,131.44909459998598,None,None,1,,,,,,,,,,,,,,116,24,Female,2022-05-05_11h25.50.869,Parachute,2022.1.1,60.2447745171287,
