distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,28.196341800000027,None,0.69814813,-0.24814814,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,22,Female,2022-05-31_13h47.53.826,Main,2022.1.1,59.990989353480515,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,34.56362499999996,None,None,0.76944447,-0.3962963,0,0,0,1.0033642999997028,None,90.3063588,None,90.3063588,None,-0.07777778,-0.11851852,0,0,0,0.012626799999907234,None,92.8098014000002,None,92.8098014000002,None,94.82177390000015,None,94.82177390000015,None,prac,None,None,1,1.503889000000072,96.87145310000005,None,None,1,,,,,,,,,,,,,,227,22,Female,2022-05-31_13h47.53.826,Main,2022.1.1,59.990989353480515,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5030483000000459,99.36677659999987,None,None,1,,,,,,,,,,,,,,227,22,Female,2022-05-31_13h47.53.826,Main,2022.1.1,59.990989353480515,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,9.687106699999731,101.86314949999996,None,None,0,,,,,,,,,,,,,,227,22,Female,2022-05-31_13h47.53.826,Main,2022.1.1,59.990989353480515,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.3476909000000887,113.58348500000011,None,None,0,,,,,,,,,,,,,,227,22,Female,2022-05-31_13h47.53.826,Main,2022.1.1,59.990989353480515,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.164713699999993,115.93056509999997,None,None,0,,,,,,,,,,,,,,227,22,Female,2022-05-31_13h47.53.826,Main,2022.1.1,59.990989353480515,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,2.7381013000003804,118.08552449999979,None,None,0,,,,,,,,,,,,,,227,22,Female,2022-05-31_13h47.53.826,Main,2022.1.1,59.990989353480515,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.502379099999871,122.83721939999987,None,None,1,,,,,,,,,,,,,,227,22,Female,2022-05-31_13h47.53.826,Main,2022.1.1,59.990989353480515,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5010815999999068,125.35106480000013,None,None,1,,,,,,,,,,,,,,227,22,Female,2022-05-31_13h47.53.826,Main,2022.1.1,59.990989353480515,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9711065999999846,127.8440515000002,None,None,0,,,,,,,,,,,,,,227,22,Female,2022-05-31_13h47.53.826,Main,2022.1.1,59.990989353480515,
