distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,32.979538700019475,None,-0.13518518,-0.27407408,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,26,Male,2022-05-02_13h03.00.660,Parachute,2022.1.1,60.00708083356939,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,37.866361310024516,None,None,0.07685185,-0.2074074,0,0,0,1.004811460035853,None,92.70056110003497,None,92.70056110003497,None,-0.09166667,-0.06574074,0,0,0,0.013513710000552237,None,104.3216270999983,None,104.3216270999983,None,106.33446050004568,None,106.33446050004568,None,prac,k,k,1,1.9136461999733,108.35068230004981,None,None,0,,,,,,,,,,,,,,108,26,Male,2022-05-02_13h03.00.660,Parachute,2022.1.1,60.00708083356939,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5011351999710314,112.28441920003388,None,None,1,,,,,,,,,,,,,,108,26,Male,2022-05-02_13h03.00.660,Parachute,2022.1.1,60.00708083356939,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4982253999914974,114.78674850001698,None,None,1,,,,,,,,,,,,,,108,26,Male,2022-05-02_13h03.00.660,Parachute,2022.1.1,60.00708083356939,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4990865999716334,117.28648810001323,None,None,1,,,,,,,,,,,,,,108,26,Male,2022-05-02_13h03.00.660,Parachute,2022.1.1,60.00708083356939,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4986510999733582,119.78697220003232,None,None,1,,,,,,,,,,,,,,108,26,Male,2022-05-02_13h03.00.660,Parachute,2022.1.1,60.00708083356939,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4983449999708682,122.2869055000483,None,None,1,,,,,,,,,,,,,,108,26,Male,2022-05-02_13h03.00.660,Parachute,2022.1.1,60.00708083356939,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8544057999970391,124.78656480001519,None,None,0,,,,,,,,,,,,,,108,26,Male,2022-05-02_13h03.00.660,Parachute,2022.1.1,60.00708083356939,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4932503000018187,126.64009580004495,None,None,1,,,,,,,,,,,,,,108,26,Male,2022-05-02_13h03.00.660,Parachute,2022.1.1,60.00708083356939,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4985429999651387,129.13650980003877,None,None,1,,,,,,,,,,,,,,108,26,Male,2022-05-02_13h03.00.660,Parachute,2022.1.1,60.00708083356939,
