distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,36.976333599999634,None,-0.05740741,-0.21851853,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,106.8411731899997,None,None,0.39074075,-0.08611111,0,0,0,1.0026697400003286,None,114.13939889999983,None,114.13939889999983,None,-0.07962963,-0.06481481,0,0,0,0.010304390000328567,None,115.52936809999983,None,115.52936809999983,None,117.54484419999972,None,117.54484419999972,None,prac,None,None,1,1.5064690999997765,119.58876729999974,None,None,1,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5099489999997786,122.07134499999984,None,None,1,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.3451303000001644,124.58135009999978,None,None,0,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,3.9953318000002582,126.92702579999968,None,None,0,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.3815832999998747,132.96664599999986,None,None,0,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.201528700000381,135.34919760000002,None,None,0,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,k,0,0.8266700999997738,137.55163519999996,None,None,1,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,k,0,1.2177698000000419,140.39541770000005,None,None,1,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.2034788999999364,143.62640299999975,None,None,0,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.511492999999973,145.8315865999998,None,None,1,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9294531000000461,148.34683419999965,None,None,0,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5117807999999968,150.27652940000007,None,None,1,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5038146000001689,152.78715879999982,None,None,1,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.512130099999922,155.29658960000006,None,None,1,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5018366999997852,157.8135428999999,None,None,1,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
positive,blue,1,k,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.508299900000111,160.31535080000003,None,None,1,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
negative,blue,1,None,k,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.6826689999998052,162.82516299999997,None,None,0,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
positive,blue,2,k,None,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4956560999999056,166.51654139999982,None,None,1,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
positive,blue,1,k,None,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5005309999996825,169.01191459999973,None,None,1,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
positive,yellow,1,None,k,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0121837000001506,171.51664649999975,None,None,0,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
negative,yellow,1,k,None,,,,,1,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5141888999996809,173.52846439999985,None,None,1,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
positive,red,2,None,None,,,,,1,1,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4965509000003294,176.04438379999965,None,None,1,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
negative,blue,2,None,k,,,,,1,2,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,3.0808053999999174,178.54477499999985,None,None,0,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
positive,yellow,1,None,k,,,,,1,3,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.328559199999745,183.64134479999984,None,None,0,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
negative,blue,2,None,k,,,,,1,4,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0311909000001833,185.97043799999983,None,None,0,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
negative,blue,1,None,k,,,,,1,5,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0174293000000034,188.00328799999988,None,None,0,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
negative,yellow,2,k,None,,,,,1,6,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.503410299999814,190.02408269999978,None,None,1,,,,,,,,,,,,,,209,25,Female,2022-05-04_14h58.43.981,Main,2022.1.1,60.17292495184139,
