distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,36.664328600047156,None,-0.26018518,-0.039814815,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,19,Female,2022-05-10_18h07.47.613,Parachute,2022.1.1,59.95135546269545,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,41.6055909400573,None,None,0.074074075,-0.39814815,0,0,0,1.0098457399290055,None,97.089488800033,None,97.089488800033,None,-0.07962963,-0.10555556,0,0,0,0.013282140134833753,None,98.5293053999776,None,98.5293053999776,None,100.54232700006105,None,100.54232700006105,None,prac,k,k,1,2.2485089000547305,102.5548945000628,None,None,0,,,,,,,,,,,,,,126,19,Female,2022-05-10_18h07.47.613,Parachute,2022.1.1,59.95135546269545,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.502119499957189,106.82963529997505,None,None,1,,,,,,,,,,,,,,126,19,Female,2022-05-10_18h07.47.613,Parachute,2022.1.1,59.95135546269545,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4969953000545502,109.33364460000303,None,None,1,,,,,,,,,,,,,,126,19,Female,2022-05-10_18h07.47.613,Parachute,2022.1.1,59.95135546269545,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4980882999952883,111.83225239999592,None,None,1,,,,,,,,,,,,,,126,19,Female,2022-05-10_18h07.47.613,Parachute,2022.1.1,59.95135546269545,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4989659000420943,114.32557780004572,None,None,1,,,,,,,,,,,,,,126,19,Female,2022-05-10_18h07.47.613,Parachute,2022.1.1,59.95135546269545,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4990410000318661,116.82703220006078,None,None,1,,,,,,,,,,,,,,126,19,Female,2022-05-10_18h07.47.613,Parachute,2022.1.1,59.95135546269545,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.1865809999872,119.33166919997893,None,None,0,,,,,,,,,,,,,,126,19,Female,2022-05-10_18h07.47.613,Parachute,2022.1.1,59.95135546269545,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4939457000000402,121.51186460000463,None,None,1,,,,,,,,,,,,,,126,19,Female,2022-05-10_18h07.47.613,Parachute,2022.1.1,59.95135546269545,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.498433299944736,124.01027670002077,None,None,1,,,,,,,,,,,,,,126,19,Female,2022-05-10_18h07.47.613,Parachute,2022.1.1,59.95135546269545,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.1846699999878183,126.51003100001253,None,None,0,,,,,,,,,,,,,,126,19,Female,2022-05-10_18h07.47.613,Parachute,2022.1.1,59.95135546269545,
