distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,25.00019640000005,None,0.1675926,-0.062037036,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,29.24572343999994,None,None,0.08425926,-0.34907407,0,0,0,1.0092259400000785,None,83.27259430000004,None,83.27259430000004,None,-0.08055556,-0.087037034,0,0,0,0.012505739999824073,None,85.5604249999999,None,85.5604249999999,None,87.57192179999993,None,87.57192179999993,None,prac,None,None,1,1.518103599999904,89.61279740000009,None,None,1,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.508673300000055,92.12083080000002,None,None,1,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8229972000001453,94.63093150000009,None,None,0,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,18.965461700000105,96.45158309999988,None,None,0,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9782064000000901,117.45261720000008,None,None,0,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,6.631060299999945,119.4451732,None,None,0,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5051467000000684,128.0679525999999,None,None,1,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4980522000000747,130.57585790000007,None,None,1,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.142323000000033,133.0757962,None,None,0,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.505908800000043,135.21888689999992,None,None,1,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.1508461000000807,137.73546710000005,None,None,0,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4978585999999723,139.8790257999999,None,None,1,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4994702999999845,142.38269889999992,None,None,1,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5028371000000789,144.87992499999996,None,None,1,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5105726000001596,147.38602259999993,None,None,1,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
positive,blue,1,k,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4994239000000107,149.9071386999999,None,None,1,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
negative,blue,1,None,k,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.873780300000135,152.39767260000008,None,None,0,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
positive,blue,2,k,None,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5093408000000181,154.27426519999995,None,None,1,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
positive,blue,1,k,None,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4943958000001203,156.78682660000004,None,None,1,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
positive,yellow,1,None,k,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0158994999999322,159.2787120999999,None,None,0,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
negative,yellow,1,k,None,,,,,1,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5013077999999496,161.29675550000002,None,None,1,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
positive,red,2,None,None,,,,,1,1,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4975902999999562,163.80241550000005,None,None,1,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
negative,blue,2,None,k,,,,,1,2,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0061974000000191,166.30028100000004,None,None,0,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
positive,yellow,1,None,k,,,,,1,3,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0983980999999403,168.3073875,None,None,0,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
negative,blue,2,None,k,,,,,1,4,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0376470999999583,170.40740849999997,None,None,0,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
negative,blue,1,None,k,,,,,1,5,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,2.250442000000021,172.44594830000005,None,None,0,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
negative,yellow,2,k,None,,,,,1,6,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4965412999999899,176.71249469999998,None,None,1,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
negative,red,1,None,None,,,,,1,7,27,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4955379999998968,179.20966950000002,None,None,1,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
positive,yellow,2,None,k,,,,,1,8,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0775060999999369,181.7077887999999,None,None,0,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
negative,yellow,1,k,None,,,,,1,9,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4991543000001002,183.78891870000007,None,None,1,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
positive,yellow,2,None,k,,,,,1,10,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7734458000002178,186.28933269999993,None,None,0,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
negative,yellow,2,k,None,,,,,1,11,31,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5074733000001288,188.06755090000001,None,None,1,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
negative,red,2,None,None,,,,,1,12,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5041469000000234,190.57441560000007,None,None,1,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
positive,red,1,None,None,,,,,1,13,33,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5021305000000211,193.08186709999995,None,None,1,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
positive,blue,2,k,None,,,,,1,14,34,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5073035000000345,195.5847033,None,None,1,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
positive,blue,1,k,None,,,,,1,15,35,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5102512000000843,198.09258049999994,None,None,1,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
negative,blue,1,None,k,,,,,1,16,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0842241000000286,200.60582640000007,None,None,0,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
positive,blue,2,k,None,,,,,1,17,37,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4982127000000673,202.69142020000004,None,None,1,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
positive,blue,1,k,None,,,,,1,18,38,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4969225999998343,205.1917410000001,None,None,1,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
positive,yellow,1,None,k,,,,,1,19,39,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9430314999999609,207.68983580000008,None,None,0,,,,,,,,,,,,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.65168670000003,None,209.65168670000003,None,0.08888889,-0.083333336,0,0,0,0.01172894000001179,None,,,231,22,Female,2022-06-03_17h19.08.280,Main,2022.1.1,60.00646869732698,
