distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,105.60889350000025,None,0.17314816,-0.17314816,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,19,Female,2022-06-10_13h59.29.334,Main,2022.1.1,60.002040069452704,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,171.5176076300001,None,None,0.04074074,-0.027777778,0,0,0,1.005014979999487,None,172.43448609999996,None,172.43448609999996,None,-0.07037037,-0.09166667,0,0,0,0.013259929999549058,None,173.81789310000022,None,173.81789310000022,None,175.79881090000026,None,175.79881090000026,None,prac,k,None,0,3.2114345999998477,177.8441729000001,None,None,0,,,,,,,,,,,,,,232,19,Female,2022-06-10_13h59.29.334,Main,2022.1.1,60.002040069452704,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4935562000000573,183.0991924,None,None,1,,,,,,,,,,,,,,232,19,Female,2022-06-10_13h59.29.334,Main,2022.1.1,60.002040069452704,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5070347999999285,185.59501690000025,None,None,1,,,,,,,,,,,,,,232,19,Female,2022-06-10_13h59.29.334,Main,2022.1.1,60.002040069452704,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5051397000001998,188.0994958000001,None,None,1,,,,,,,,,,,,,,232,19,Female,2022-06-10_13h59.29.334,Main,2022.1.1,60.002040069452704,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4950192000001152,190.59665129999985,None,None,1,,,,,,,,,,,,,,232,19,Female,2022-06-10_13h59.29.334,Main,2022.1.1,60.002040069452704,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5029480000002877,193.09478470000022,None,None,1,,,,,,,,,,,,,,232,19,Female,2022-06-10_13h59.29.334,Main,2022.1.1,60.002040069452704,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.3019211999999243,195.6017465,None,None,0,,,,,,,,,,,,,,232,19,Female,2022-06-10_13h59.29.334,Main,2022.1.1,60.002040069452704,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5129222999999001,197.91333250000025,None,None,1,,,,,,,,,,,,,,232,19,Female,2022-06-10_13h59.29.334,Main,2022.1.1,60.002040069452704,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5053173999999672,200.41769599999998,None,None,1,,,,,,,,,,,,,,232,19,Female,2022-06-10_13h59.29.334,Main,2022.1.1,60.002040069452704,
