distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,48.12934680000035,None,0.2212963,-0.06666667,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,28,Male,2022-04-26_16h14.46.985,Main,2022.1.1,60.030639638317595,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,58.85167431000082,None,None,0.44074073,0.027777778,0,0,0,1.0092949999980192,None,124.74340350000057,None,124.74340350000057,None,-0.07962963,-0.08425926,0,0,0,0.01293740999790316,None,127.63194099999964,None,127.63194099999964,None,129.6422333999999,None,129.6422333999999,None,prac,k,k,1,45.93910820000019,131.66753750000134,None,None,0,,,,,,,,,,,,,,202,28,Male,2022-04-26_16h14.46.985,Main,2022.1.1,60.030639638317595,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.493764300001203,179.64534790000107,None,None,1,,,,,,,,,,,,,,202,28,Male,2022-04-26_16h14.46.985,Main,2022.1.1,60.030639638317595,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5019941999998991,182.14120739999998,None,None,1,,,,,,,,,,,,,,202,28,Male,2022-04-26_16h14.46.985,Main,2022.1.1,60.030639638317595,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5051063999999315,184.6452035000002,None,None,1,,,,,,,,,,,,,,202,28,Male,2022-04-26_16h14.46.985,Main,2022.1.1,60.030639638317595,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4959475000014208,187.14467500000137,None,None,1,,,,,,,,,,,,,,202,28,Male,2022-04-26_16h14.46.985,Main,2022.1.1,60.030639638317595,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4997536999999284,189.6427660999998,None,None,1,,,,,,,,,,,,,,202,28,Male,2022-04-26_16h14.46.985,Main,2022.1.1,60.030639638317595,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.57580710000002,192.14348059999975,None,None,0,,,,,,,,,,,,,,202,28,Male,2022-04-26_16h14.46.985,Main,2022.1.1,60.030639638317595,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4901644000001397,195.74312889999965,None,None,1,,,,,,,,,,,,,,202,28,Male,2022-04-26_16h14.46.985,Main,2022.1.1,60.030639638317595,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5068083999994997,198.22733119999975,None,None,1,,,,,,,,,,,,,,202,28,Male,2022-04-26_16h14.46.985,Main,2022.1.1,60.030639638317595,
