distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,68.56706810000014,None,0.19907407,-0.22870371,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,24,Female,2022-04-28_11h29.12.944,Main,2022.1.1,60.04087582836279,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,73.18931323999959,None,None,0.19259259,-0.3148148,0,0,0,1.0107556800003294,None,128.18242439999995,None,128.18242439999995,None,-0.10462963,-0.073148146,0,0,0,0.01259933999972418,None,132.85663039999963,None,132.85663039999963,None,134.86592589999964,None,134.86592589999964,None,prac,None,None,1,1.5146537999999055,136.9024661000003,None,None,1,,,,,,,,,,,,,,205,24,Female,2022-04-28_11h29.12.944,Main,2022.1.1,60.04087582836279,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4938533999993524,139.40614970000024,None,None,1,,,,,,,,,,,,,,205,24,Female,2022-04-28_11h29.12.944,Main,2022.1.1,60.04087582836279,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,2.737003100000038,141.9020191999998,None,None,0,,,,,,,,,,,,,,205,24,Female,2022-04-28_11h29.12.944,Main,2022.1.1,60.04087582836279,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.873176500000227,146.67545989999962,None,None,0,,,,,,,,,,,,,,205,24,Female,2022-04-28_11h29.12.944,Main,2022.1.1,60.04087582836279,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.1173777999993035,150.54813790000026,None,None,0,,,,,,,,,,,,,,205,24,Female,2022-04-28_11h29.12.944,Main,2022.1.1,60.04087582836279,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.067968600000313,152.6677166999998,None,None,0,,,,,,,,,,,,,,205,24,Female,2022-04-28_11h29.12.944,Main,2022.1.1,60.04087582836279,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5126594000003024,154.74563500000022,None,None,1,,,,,,,,,,,,,,205,24,Female,2022-04-28_11h29.12.944,Main,2022.1.1,60.04087582836279,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5002136000002793,157.26454110000032,None,None,1,,,,,,,,,,,,,,205,24,Female,2022-04-28_11h29.12.944,Main,2022.1.1,60.04087582836279,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.13195369999994,159.76249219999954,None,None,0,,,,,,,,,,,,,,205,24,Female,2022-04-28_11h29.12.944,Main,2022.1.1,60.04087582836279,
