distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,30.523354200000085,None,0.5888889,-0.17314816,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,28,Female,2022-06-13_17h54.11.702,Main,2022.1.1,59.98210134094505,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,36.33250924999993,None,None,0.49537036,-0.40555555,0,0,0,1.0111315499998454,None,92.05910210000002,None,92.05910210000002,None,-0.08796296,-0.09351852,0,0,0,0.012919350000174745,None,94.59839950000014,None,94.59839950000014,None,96.61011950000011,None,96.61011950000011,None,prac,None,None,1,1.504183600000033,98.65648039999996,None,None,1,,,,,,,,,,,,,,233,28,Female,2022-06-13_17h54.11.702,Main,2022.1.1,59.98210134094505,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4970711999999367,101.15009250000003,None,None,1,,,,,,,,,,,,,,233,28,Female,2022-06-13_17h54.11.702,Main,2022.1.1,59.98210134094505,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,16.129785699999957,103.64771599999995,None,None,0,,,,,,,,,,,,,,233,28,Female,2022-06-13_17h54.11.702,Main,2022.1.1,59.98210134094505,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,2.3677528999996866,121.81869340000003,None,None,0,,,,,,,,,,,,,,233,28,Female,2022-06-13_17h54.11.702,Main,2022.1.1,59.98210134094505,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.6522085000001425,126.20000279999977,None,None,0,,,,,,,,,,,,,,233,28,Female,2022-06-13_17h54.11.702,Main,2022.1.1,59.98210134094505,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,2.9150911000001543,129.8574752999998,None,None,0,,,,,,,,,,,,,,233,28,Female,2022-06-13_17h54.11.702,Main,2022.1.1,59.98210134094505,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4899740000000747,134.7735604999998,None,None,1,,,,,,,,,,,,,,233,28,Female,2022-06-13_17h54.11.702,Main,2022.1.1,59.98210134094505,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5045708000002378,137.27471409999998,None,None,1,,,,,,,,,,,,,,233,28,Female,2022-06-13_17h54.11.702,Main,2022.1.1,59.98210134094505,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.2639718000000357,139.78112920000012,None,None,0,,,,,,,,,,,,,,233,28,Female,2022-06-13_17h54.11.702,Main,2022.1.1,59.98210134094505,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4984559999998055,142.03769359999978,None,None,1,,,,,,,,,,,,,,233,28,Female,2022-06-13_17h54.11.702,Main,2022.1.1,59.98210134094505,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0825713999997788,144.53872490000003,None,None,0,,,,,,,,,,,,,,233,28,Female,2022-06-13_17h54.11.702,Main,2022.1.1,59.98210134094505,
