distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,33.501225399999385,None,0.21851853,-0.22685185,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,19,Male,2022-06-03_15h54.08.994,Main,2022.1.1,59.97580576010064,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,40.20670839999966,None,None,-0.1287037,-0.4611111,0,0,0,1.0024472000004607,None,94.56655180000052,None,94.56655180000052,None,-0.083333336,-0.096296296,0,0,0,0.012421199999153032,None,96.62369330000001,None,96.62369330000001,None,98.63269880000007,None,98.63269880000007,None,prac,k,k,1,2.241660099998626,100.65571079999972,None,None,0,,,,,,,,,,,,,,230,19,Male,2022-06-03_15h54.08.994,Main,2022.1.1,59.97580576010064,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4903103999986342,104.92415450000044,None,None,1,,,,,,,,,,,,,,230,19,Male,2022-06-03_15h54.08.994,Main,2022.1.1,59.97580576010064,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5094176000002335,107.41530570000032,None,None,1,,,,,,,,,,,,,,230,19,Male,2022-06-03_15h54.08.994,Main,2022.1.1,59.97580576010064,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4956242999996903,109.92763319999904,None,None,1,,,,,,,,,,,,,,230,19,Male,2022-06-03_15h54.08.994,Main,2022.1.1,59.97580576010064,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5005418000000645,112.42240739999943,None,None,1,,,,,,,,,,,,,,230,19,Male,2022-06-03_15h54.08.994,Main,2022.1.1,59.97580576010064,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.510210600001301,114.92027980000057,None,None,1,,,,,,,,,,,,,,230,19,Male,2022-06-03_15h54.08.994,Main,2022.1.1,59.97580576010064,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9544523000004119,117.42926729999999,None,None,0,,,,,,,,,,,,,,230,19,Male,2022-06-03_15h54.08.994,Main,2022.1.1,59.97580576010064,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5108916000008321,119.39372279999952,None,None,1,,,,,,,,,,,,,,230,19,Male,2022-06-03_15h54.08.994,Main,2022.1.1,59.97580576010064,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5006935999990674,121.90480299999945,None,None,1,,,,,,,,,,,,,,230,19,Male,2022-06-03_15h54.08.994,Main,2022.1.1,59.97580576010064,
