distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,57.62198750000016,None,0.1675926,-0.21944444,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,63.18491807,None,None,0.57685184,-0.34166667,0,0,0,1.0077163399996607,None,120.86124719999998,None,120.86124719999998,None,-0.11203704,-0.106481485,0,0,0,0.012893869999516028,None,125.74903899999981,None,125.74903899999981,None,127.75937729999987,None,127.75937729999987,None,prac,None,None,1,1.4982794000002286,129.80534499999976,None,None,1,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4987304000001131,132.2942938000001,None,None,1,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,2.9162060999997266,134.79335790000005,None,None,0,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.6353125999999065,139.7375232999998,None,None,0,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,3.2949867000002087,143.37736749999976,None,None,0,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,8.999478300000192,148.6757047000001,None,None,0,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4983836000001247,159.67433859999983,None,None,1,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4990238000000318,162.18399360000012,None,None,1,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.4101605999999265,164.6731122000001,None,None,0,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4994188000000577,167.08647800000017,None,None,1,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.952163599999949,169.58758390000003,None,None,0,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.491595899999993,173.5560486999998,None,None,1,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5052261999999246,176.05817500000012,None,None,1,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4975278000001708,178.5544232000002,None,None,1,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5073563000000831,181.05349320000005,None,None,1,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
positive,blue,1,k,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5058445999998185,183.57310879999977,None,None,1,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
negative,blue,1,None,k,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,2.0854880000001685,186.07165440000017,None,None,0,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
positive,blue,2,k,None,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4980812999997397,190.1710748999999,None,None,1,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
positive,blue,1,k,None,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.504722700000002,192.6694152,None,None,1,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
positive,yellow,1,None,k,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.5916760000000068,195.17716440000004,None,None,0,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
negative,yellow,1,k,None,,,,,1,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.49066509999966,198.76915550000012,None,None,1,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
positive,red,2,None,None,,,,,1,1,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5107560999999805,201.26233850000017,None,None,1,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
negative,blue,2,None,k,,,,,1,2,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.3596616999998332,203.77563759999975,None,None,0,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
positive,yellow,1,None,k,,,,,1,3,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,2.2679798000003757,206.13692809999975,None,None,0,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
negative,blue,2,None,k,,,,,1,4,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.7148833000001105,210.41811989999997,None,None,0,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
negative,blue,1,None,k,,,,,1,5,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,4.507504099999551,214.13381679999975,None,None,0,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
negative,yellow,2,k,None,,,,,1,6,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4973015999999006,220.6504943,None,None,1,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
negative,red,1,None,None,,,,,1,7,27,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4985034999999698,223.1477101999999,None,None,1,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
positive,yellow,2,None,k,,,,,1,8,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0094144999998207,225.6473633999999,None,None,0,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
negative,yellow,1,k,None,,,,,1,9,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4978227000001425,227.66012629999977,None,None,1,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
positive,yellow,2,None,k,,,,,1,10,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.2154015000000982,230.16922569999997,None,None,0,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
negative,yellow,2,k,None,,,,,1,11,31,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4936668000000282,232.37581790000013,None,None,1,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
negative,red,2,None,None,,,,,1,12,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5038652999996884,234.87295640000002,None,None,1,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
positive,red,1,None,None,,,,,1,13,33,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4988850999998249,237.37753350000003,None,None,1,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
positive,blue,2,k,None,,,,,1,14,34,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4995977999997194,239.87872100000004,None,None,1,,,,,,,,,,,,,,203,24,Male,2022-04-27_10h52.41.715,Main,2022.1.1,59.98458396183116,
