target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,None,0.016666668,-0.40185186,0,0,0,1.0118823100006011,None,23.425207990000263,None,72.67094170000018,None,72.67094170000018,None,-0.08148148,-0.09074074,0,0,0,0.013003589999698306,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.001968064585746,
neutral,positive,1,k,k,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,76.11855820000028,None,prac,2,2,1,positive,neutral,k,k,1,2.0407384999998612,78.17796080000016,79.19203150000021,79.1553770999999,None,78.17796080000016,None,78.17796080000016,None,78.17796080000016,None,81.20648530000017,None,81.20648530000017,None,81.20648530000017,None,,,,,,,,,,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.001968064585746,
neutral,negative,1,k,k,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,negative,neutral,k,k,1,0.9685635999999249,82.24474439999995,83.246083,83.2278237999999,None,82.24474439999995,None,82.24474439999995,None,82.24474439999995,None,84.17758818999987,None,84.17758818999987,None,84.17758818999987,None,,,,,,,,,,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.001968064585746,
positive,negative,1,l,j,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,negative,positive,l,l,1,1.142018999999891,84.20113070000025,85.21697960000029,85.17931769999996,None,84.20113070000025,None,84.20113070000025,None,84.20113070000025,None,86.32285059000019,None,86.32285059000019,None,86.32285059000019,None,,,,,,,,,,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.001968064585746,
neutral,neutral,1,k,k,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,neutral,k,k,1,0.8539157000000159,86.35724750000008,87.362662,87.32636790000015,None,86.35724750000008,None,86.35724750000008,None,86.35724750000008,None,88.18194969000028,None,88.18194969000028,None,88.18194969000028,None,,,,,,,,,,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.001968064585746,
neutral,negative,2,k,k,,,,,0,4,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,negative,neutral,k,k,1,0.9836424000000079,88.2216483000002,89.22682759999998,89.1904497999999,None,88.2216483000002,None,88.2216483000002,None,88.2216483000002,None,90.16617928999999,None,90.16617928999999,None,90.16617928999999,None,,,,,,,,,,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.001968064585746,
positive,negative,2,l,j,,,,,0,5,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,negative,positive,l,l,1,2.013117500000135,90.20254849999992,91.20508610000024,91.1863515,None,90.20254849999992,None,90.20254849999992,None,90.20254849999992,None,93.18897250000009,None,93.18897250000009,None,93.18897250000009,None,,,,,,,,,,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.001968064585746,
negative,positive,1,j,l,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,negative,j,j,1,1.7478219000004174,94.20938479999995,95.22316090000004,95.18670100000008,None,94.20938479999995,None,94.20938479999995,None,94.20938479999995,None,96.94138109999994,None,96.94138109999994,None,96.94138109999994,None,,,,,,,,,,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.001968064585746,
neutral,neutral,2,k,k,,,,,0,7,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,0.9067857000000004,97.97539989999996,98.9859750999999,98.96719489999987,None,97.97539989999996,None,97.97539989999996,None,97.97539989999996,None,99.84874509000024,None,99.84874509000024,None,99.84874509000024,None,,,,,,,,,,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.001968064585746,
positive,positive,1,l,j,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,positive,l,l,1,0.9216434999998455,99.8709300999999,100.88961030000019,100.85316629999988,None,99.8709300999999,None,99.8709300999999,None,99.8709300999999,None,101.76955228999991,None,101.76955228999991,None,101.76955228999991,None,,,,,,,,,,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.001968064585746,
positive,positive,2,l,j,,,,,0,9,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,positive,positive,l,l,1,0.8978798999996798,101.80134070000031,102.81281369999988,102.79427140000007,None,101.80134070000031,None,101.80134070000031,None,101.80134070000031,None,103.67190338999994,None,103.67190338999994,None,103.67190338999994,None,,,,,,,,,,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.001968064585746,
neutral,positive,2,k,k,,,,,0,10,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,positive,neutral,k,k,1,0.7580383999998048,103.69149610000022,104.70449310000004,104.66727100000026,None,103.69149610000022,None,103.69149610000022,None,103.69149610000022,None,105.43342639000006,None,105.43342639000006,None,105.43342639000006,None,,,,,,,,,,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.001968064585746,
negative,neutral,1,j,l,,,,,0,11,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,negative,j,j,1,0.6728209000002607,105.45342320000009,106.47114210000018,106.43467379999993,None,105.45342320000009,None,105.45342320000009,None,105.45342320000009,None,107.10716729000028,None,107.10716729000028,None,107.10716729000028,None,,,,,,,,,,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.001968064585746,
negative,positive,2,j,l,,,,,0,12,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,positive,negative,j,j,1,0.7141885999999431,107.12778209999988,108.14323920000015,108.10720880000008,None,107.12778209999988,None,107.12778209999988,None,107.12778209999988,None,108.82328739000017,None,108.82328739000017,None,108.82328739000017,None,,,,,,,,,,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.001968064585746,
positive,neutral,2,l,j,,,,,0,13,13,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,neutral,positive,l,l,1,0.9569298999999774,108.85587029999988,109.86906480000016,109.85083470000018,None,108.85587029999988,None,108.85587029999988,None,108.85587029999988,None,110.78415399000009,None,110.78415399000009,None,110.78415399000009,None,,,,,,,,,,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.001968064585746,
negative,negative,1,j,l,,,,,0,14,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,negative,negative,j,j,1,1.0156176999998934,110.81765429999996,111.81885199999988,111.80028549999997,None,110.81765429999996,None,110.81765429999996,None,110.81765429999996,None,112.80234518999991,None,112.80234518999991,None,112.80234518999991,None,,,,,,,,,,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.001968064585746,
negative,neutral,2,j,l,,,,,0,15,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,neutral,negative,j,j,1,0.7715056000001823,112.83553389999997,113.84772329999987,113.82724600000029,None,112.83553389999997,None,112.83553389999997,None,112.83553389999997,None,114.57580289000002,None,114.57580289000002,None,114.57580289000002,None,,,,,,,,,,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.001968064585746,
