target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,None,0.26666668,-0.13611111,0,0,0,1.0065603000211922,None,20.36536334999955,None,71.36041879999993,None,71.36041879999993,None,-0.07777778,-0.07777778,0,0,0,0.012529149999863876,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.97972685255231,
neutral,neutral,1,k,k,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,74.59151479999946,None,prac,2,2,1,neutral,neutral,k,k,1,1.3252184000002671,76.64218679999976,77.66385739999987,77.62294719999954,None,76.64218679999976,None,76.64218679999976,None,76.64218679999976,None,78.93192545000029,None,78.93192545000029,None,78.93192545000029,None,,,,,,,,,,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.97972685255231,
negative,positive,2,j,l,,,,,0,1,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,negative,l,l,1,1.5517196000000695,78.98089499999969,79.98480999999992,79.96419030000015,None,78.98089499999969,None,78.98089499999969,None,78.98089499999969,None,81.51485159999993,None,81.51485159999993,None,81.51485159999993,None,,,,,,,,,,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.97972685255231,
negative,positive,1,j,l,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,positive,negative,l,l,1,1.1367791000002399,82.5508162999995,83.55711599999995,83.53683639999963,None,82.5508162999995,None,82.5508162999995,None,82.5508162999995,None,84.65405815000004,None,84.65405815000004,None,84.65405815000004,None,,,,,,,,,,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.97972685255231,
neutral,positive,1,k,k,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,neutral,k,k,1,0.9455048999998326,84.69071410000015,85.70744579999973,85.68629919999967,None,84.69071410000015,None,84.69071410000015,None,84.69071410000015,None,86.60347005000013,None,86.60347005000013,None,86.60347005000013,None,,,,,,,,,,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.97972685255231,
negative,neutral,2,j,l,,,,,0,4,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,neutral,negative,l,l,1,0.9621754000008877,86.64129520000006,87.6455391999998,87.62385579999955,None,86.64129520000006,None,86.64129520000006,None,86.64129520000006,None,88.56556644999974,None,88.56556644999974,None,88.56556644999974,None,,,,,,,,,,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.97972685255231,
neutral,positive,2,k,k,,,,,0,5,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,positive,neutral,k,k,1,1.0138716000001295,88.60883529999955,89.61870540000018,89.5814221999999,None,88.60883529999955,None,88.60883529999955,None,88.60883529999955,None,90.58086805000012,None,90.58086805000012,None,90.58086805000012,None,,,,,,,,,,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.97972685255231,
neutral,negative,2,k,k,,,,,0,6,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,negative,neutral,k,k,1,0.9033982999999353,90.61308289999943,91.63305539999965,91.59389529999953,None,90.61308289999943,None,90.61308289999943,None,90.61308289999943,None,92.49028564999999,None,92.49028564999999,None,92.49028564999999,None,,,,,,,,,,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.97972685255231,
positive,positive,2,l,j,,,,,0,7,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,positive,positive,j,j,1,0.7719791999998051,92.51069759999973,93.52855459999955,93.48754159999953,None,92.51069759999973,None,92.51069759999973,None,92.51069759999973,None,94.26347274999962,None,94.26347274999962,None,94.26347274999962,None,,,,,,,,,,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.97972685255231,
positive,neutral,1,l,j,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,neutral,positive,j,j,1,0.9527262000001429,94.29885360000026,95.31720959999984,95.29787909999959,None,94.29885360000026,None,94.29885360000026,None,94.29885360000026,None,96.22095925000004,None,96.22095925000004,None,96.22095925000004,None,,,,,,,,,,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.97972685255231,
positive,neutral,2,l,j,,,,,0,9,9,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,neutral,positive,j,j,1,1.045973100000083,96.2415949999995,97.24638200000027,97.22666750000008,None,96.2415949999995,None,96.2415949999995,None,96.2415949999995,None,98.26903205000026,None,98.26903205000026,None,98.26903205000026,None,,,,,,,,,,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.97972685255231,
negative,negative,1,j,l,,,,,0,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,negative,negative,l,l,1,0.9102318000004743,98.29926539999997,99.30644179999945,99.28553699999975,None,98.29926539999997,None,98.29926539999997,None,98.29926539999997,None,100.17913134999954,None,100.17913134999954,None,100.17913134999954,None,,,,,,,,,,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.97972685255231,
negative,neutral,1,j,l,,,,,0,11,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,neutral,negative,l,l,1,0.7612429000000702,100.20453480000015,101.21376940000027,101.19441420000021,None,100.20453480000015,None,100.20453480000015,None,100.20453480000015,None,101.94353965,None,101.94353965,None,101.94353965,None,,,,,,,,,,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.97972685255231,
neutral,neutral,2,k,k,,,,,0,12,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,neutral,neutral,k,k,1,0.8606656000001749,101.97636009999951,102.98997289999988,102.96906870000021,None,101.97636009999951,None,101.97636009999951,None,101.97636009999951,None,103.8081028499998,None,103.8081028499998,None,103.8081028499998,None,,,,,,,,,,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.97972685255231,
neutral,negative,1,k,k,,,,,0,13,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,negative,neutral,k,k,1,0.884470699999838,103.82908080000016,104.83249559999967,104.8124858000001,None,103.82908080000016,None,103.82908080000016,None,103.82908080000016,None,105.69509755000009,None,105.69509755000009,None,105.69509755000009,None,,,,,,,,,,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.97972685255231,
positive,negative,1,l,j,,,,,0,14,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,negative,positive,j,j,1,0.9185774000006859,105.72037120000005,106.74260340000001,106.69911270000011,None,105.72037120000005,None,105.72037120000005,None,105.72037120000005,None,107.61858674999958,None,107.61858674999958,None,107.61858674999958,None,,,,,,,,,,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.97972685255231,
