target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,None,0.05277778,-0.40925926,0,0,0,1.013789760050713,None,21.4811793799985,None,72.2426220999987,None,72.2426220999987,None,-0.12222222,-0.09166667,0,0,0,0.012644379999983357,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,24,Female,2022-05-25_18h22.51.083,Main,2022.1.1,60.006360674638415,
positive,positive,2,l,j,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,76.12427739999839,None,prac,1,1,2,positive,positive,j,j,1,1.783623200000875,78.16109159999905,79.17462230000092,79.1534427000006,None,78.16109159999905,None,78.16109159999905,None,78.16109159999905,None,80.94777880000038,None,80.94777880000038,None,80.94777880000038,None,,,,,,,,,,,225,24,Female,2022-05-25_18h22.51.083,Main,2022.1.1,60.006360674638415,
positive,negative,1,l,j,,,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,negative,positive,j,j,1,1.2041958999980125,81.97039609999774,82.98758839999937,82.9478042999981,None,81.97039609999774,None,81.97039609999774,None,81.97039609999774,None,84.15431078000111,None,84.15431078000111,None,84.15431078000111,None,,,,,,,,,,,225,24,Female,2022-05-25_18h22.51.083,Main,2022.1.1,60.006360674638415,
negative,negative,2,j,l,,,,,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,negative,negative,l,l,1,0.9590973999984271,84.1808377999987,85.19042459999764,85.16919019999841,None,84.1808377999987,None,84.1808377999987,None,84.1808377999987,None,86.11389937999994,None,86.11389937999994,None,86.11389937999994,None,,,,,,,,,,,225,24,Female,2022-05-25_18h22.51.083,Main,2022.1.1,60.006360674638415,
negative,positive,2,j,l,,,,,0,3,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,negative,l,l,1,0.9385226000013063,86.14265429999796,87.15665749999971,87.13561049999771,None,86.14265429999796,None,86.14265429999796,None,86.14265429999796,None,88.0570583799985,None,88.0570583799985,None,88.0570583799985,None,,,,,,,,,,,225,24,Female,2022-05-25_18h22.51.083,Main,2022.1.1,60.006360674638415,
negative,neutral,1,j,l,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,neutral,negative,l,l,1,1.8304102000001876,88.08364699999947,89.09584650000033,89.07651149999947,None,88.08364699999947,None,88.08364699999947,None,88.08364699999947,None,90.89628639999864,None,90.89628639999864,None,90.89628639999864,None,,,,,,,,,,,225,24,Female,2022-05-25_18h22.51.083,Main,2022.1.1,60.006360674638415,
neutral,negative,1,k,k,,,,,0,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,negative,neutral,k,k,1,0.9692629999990459,91.91806999999972,92.92858179999894,92.90970010000092,None,91.91806999999972,None,91.91806999999972,None,91.91806999999972,None,93.86780917999786,None,93.86780917999786,None,93.86780917999786,None,,,,,,,,,,,225,24,Female,2022-05-25_18h22.51.083,Main,2022.1.1,60.006360674638415,
positive,neutral,1,l,j,,,,,0,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,positive,j,j,1,0.8830734000002849,93.89640979999967,94.89795959999901,94.87880529999893,None,93.89640979999967,None,93.89640979999967,None,93.89640979999967,None,95.75382617999858,None,95.75382617999858,None,95.75382617999858,None,,,,,,,,,,,225,24,Female,2022-05-25_18h22.51.083,Main,2022.1.1,60.006360674638415,
neutral,positive,1,k,k,,,,,0,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,positive,neutral,k,k,1,1.0131822999974247,95.7798987999995,96.7843756000002,96.76516569999876,None,95.7798987999995,None,95.7798987999995,None,95.7798987999995,None,97.76877968000045,None,97.76877968000045,None,97.76877968000045,None,,,,,,,,,,,225,24,Female,2022-05-25_18h22.51.083,Main,2022.1.1,60.006360674638415,
positive,negative,2,l,j,,,,,0,8,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,positive,j,j,1,0.8838873000022431,97.79410619999908,98.80597769999804,98.78472010000041,None,97.79410619999908,None,97.79410619999908,None,97.79410619999908,None,99.65524618000055,None,99.65524618000055,None,99.65524618000055,None,,,,,,,,,,,225,24,Female,2022-05-25_18h22.51.083,Main,2022.1.1,60.006360674638415,
neutral,positive,2,k,k,,,,,0,9,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,neutral,k,k,1,0.8306111999991117,99.68672789999982,100.69767049999791,100.67800480000005,None,99.68672789999982,None,99.68672789999982,None,99.68672789999982,None,101.48774128000005,None,101.48774128000005,None,101.48774128000005,None,,,,,,,,,,,225,24,Female,2022-05-25_18h22.51.083,Main,2022.1.1,60.006360674638415,
negative,positive,1,j,l,,,,,0,10,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,positive,negative,l,l,1,0.9390265000001818,101.50814080000055,102.5209638999986,102.49908180000057,None,101.50814080000055,None,101.50814080000055,None,101.50814080000055,None,103.42669547999904,None,103.42669547999904,None,103.42669547999904,None,,,,,,,,,,,225,24,Female,2022-05-25_18h22.51.083,Main,2022.1.1,60.006360674638415,
positive,neutral,2,l,j,,,,,0,11,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,neutral,positive,j,j,1,0.7791470000011032,103.44883359999949,104.45850439999776,104.43747789999907,None,103.44883359999949,None,103.44883359999949,None,103.44883359999949,None,105.20861268000081,None,105.20861268000081,None,105.20861268000081,None,,,,,,,,,,,225,24,Female,2022-05-25_18h22.51.083,Main,2022.1.1,60.006360674638415,
neutral,neutral,2,k,k,,,,,0,12,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,0.7301470000020345,105.23061700000108,106.23363619999873,106.21439579999787,None,105.23061700000108,None,105.23061700000108,None,105.23061700000108,None,106.94142198000046,None,106.94142198000046,None,106.94142198000046,None,,,,,,,,,,,225,24,Female,2022-05-25_18h22.51.083,Main,2022.1.1,60.006360674638415,
neutral,negative,2,k,k,,,,,0,13,13,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,neutral,k,k,1,0.7541125999996439,106.96135729999878,107.97440329999881,107.95372869999846,None,106.96135729999878,None,106.96135729999878,None,106.96135729999878,None,108.69784827999902,None,108.69784827999902,None,108.69784827999902,None,,,,,,,,,,,225,24,Female,2022-05-25_18h22.51.083,Main,2022.1.1,60.006360674638415,
negative,neutral,2,j,l,,,,,0,14,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,neutral,negative,l,l,1,0.8004036000020278,108.72506779999821,109.74400160000005,109.72447230000034,None,108.72506779999821,None,108.72506779999821,None,108.72506779999821,None,110.50277747999863,None,110.50277747999863,None,110.50277747999863,None,,,,,,,,,,,225,24,Female,2022-05-25_18h22.51.083,Main,2022.1.1,60.006360674638415,
neutral,neutral,1,k,k,,,,,0,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,neutral,neutral,k,k,1,0.9126191000032122,110.52400429999761,111.54019759999937,111.49847940000109,None,110.52400429999761,None,110.52400429999761,None,110.52400429999761,None,112.41908628000093,None,112.41908628000093,None,112.41908628000093,None,,,,,,,,,,,225,24,Female,2022-05-25_18h22.51.083,Main,2022.1.1,60.006360674638415,
negative,negative,1,j,l,,,,,0,16,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,negative,negative,l,l,1,1.146148700001504,112.43953099999999,113.4587208999983,113.41603870000108,None,112.43953099999999,None,112.43953099999999,None,112.43953099999999,None,114.56704638000011,None,114.56704638000011,None,114.56704638000011,None,,,,,,,,,,,225,24,Female,2022-05-25_18h22.51.083,Main,2022.1.1,60.006360674638415,
