target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,None,-0.07777778,-0.28055555,0,0,0,1.0242308595916256,None,26.490074070030822,None,76.30982930003665,None,76.30982930003665,None,-0.10092592,-0.062037036,0,0,0,0.01343087013810873,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,33,Female,2022-05-11_09h34.51.256,Boat,2022.1.1,59.95965911338224,
neutral,positive,1,k,k,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,80.09498890000395,None,prac,2,2,1,positive,neutral,k,k,1,1.3439343000063673,82.12995750003029,83.13782309996895,83.11317250004504,None,82.12995750003029,None,82.12995750003029,None,82.12995750003029,None,84.44558786994313,None,84.44558786994313,None,84.44558786994313,None,,,,,,,,,,,127,33,Female,2022-05-11_09h34.51.256,Boat,2022.1.1,59.95965911338224,
positive,neutral,2,l,j,,,,,0,1,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,neutral,positive,j,l,0,1.2297356000635773,84.47452089993749,85.47960860002786,85.4627547999844,None,84.47452089993749,None,84.47452089993749,None,84.47452089993749,None,86.70764429995324,None,86.70764429995324,None,86.70764429995324,None,,,,,,,,,,,127,33,Female,2022-05-11_09h34.51.256,Boat,2022.1.1,59.95965911338224,
negative,positive,2,j,l,,,,,0,2,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,negative,l,l,1,1.0363148000324145,87.7261408000486,88.73351459996775,88.71551879995968,None,87.7261408000486,None,87.7261408000486,None,87.7261408000486,None,89.73553746994585,None,89.73553746994585,None,89.73553746994585,None,,,,,,,,,,,127,33,Female,2022-05-11_09h34.51.256,Boat,2022.1.1,59.95965911338224,
negative,positive,1,j,l,,,,,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,positive,negative,l,l,1,1.249401199980639,89.76431090000551,90.78782029997092,90.76093929994386,None,89.76431090000551,None,89.76431090000551,None,89.76431090000551,None,91.99044756996446,None,91.99044756996446,None,91.99044756996446,None,,,,,,,,,,,127,33,Female,2022-05-11_09h34.51.256,Boat,2022.1.1,59.95965911338224,
neutral,neutral,2,k,k,,,,,0,4,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,neutral,neutral,k,k,1,0.9568292999174446,92.01524560002144,93.02990439999849,93.01238019997254,None,92.01524560002144,None,92.01524560002144,None,92.01524560002144,None,93.94858037002851,None,93.94858037002851,None,93.94858037002851,None,,,,,,,,,,,127,33,Female,2022-05-11_09h34.51.256,Boat,2022.1.1,59.95965911338224,
neutral,neutral,1,k,k,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,neutral,k,k,1,0.9278401000192389,93.97533609997481,94.98030819999985,94.96344059996773,None,93.97533609997481,None,93.97533609997481,None,93.97533609997481,None,95.8799159700051,None,95.8799159700051,None,95.8799159700051,None,,,,,,,,,,,127,33,Female,2022-05-11_09h34.51.256,Boat,2022.1.1,59.95965911338224,
negative,neutral,1,j,l,,,,,0,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,neutral,negative,l,l,1,0.9565613999729976,95.90385659993626,96.91323519998696,96.89639839995652,None,95.90385659993626,None,95.90385659993626,None,95.90385659993626,None,97.83924967001659,None,97.83924967001659,None,97.83924967001659,None,,,,,,,,,,,127,33,Female,2022-05-11_09h34.51.256,Boat,2022.1.1,59.95965911338224,
positive,neutral,1,l,j,,,,,0,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,neutral,positive,j,j,1,0.6651540000457317,97.85521489998791,98.86332749994472,98.82939620001707,None,97.85521489998791,None,97.85521489998791,None,97.85521489998791,None,99.50600187000819,None,99.50600187000819,None,99.50600187000819,None,,,,,,,,,,,127,33,Female,2022-05-11_09h34.51.256,Boat,2022.1.1,59.95965911338224,
positive,positive,2,l,j,,,,,0,8,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,positive,j,j,1,0.6243374000769109,99.52180250000674,100.52755600004457,100.50794000003953,None,99.52180250000674,None,99.52180250000674,None,99.52180250000674,None,101.13120457003825,None,101.13120457003825,None,101.13120457003825,None,,,,,,,,,,,127,33,Female,2022-05-11_09h34.51.256,Boat,2022.1.1,59.95965911338224,
positive,negative,2,l,j,,,,,0,9,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,negative,positive,j,j,1,0.6053801999660209,101.15623560000677,102.1641893000342,102.1469492999604,None,101.15623560000677,None,101.15623560000677,None,101.15623560000677,None,102.74023306996096,None,102.74023306996096,None,102.74023306996096,None,,,,,,,,,,,127,33,Female,2022-05-11_09h34.51.256,Boat,2022.1.1,59.95965911338224,
