target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,None,0.2361111,-0.35925925,0,0,0,1.0237052195589058,None,25.99123182001349,None,77.3608332000149,None,77.3608332000149,None,-0.0787037,-0.085185185,0,0,0,0.013225920003606007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h21.26.385,Boat,2022.1.1,59.892720155064744,
positive,neutral,2,l,j,,,,,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,82.10899979999522,None,prac,1,1,2,neutral,positive,j,j,1,1.9753688999917358,84.13867529999698,85.15889150000294,85.11388650001027,None,84.13867529999698,None,84.13867529999698,None,84.13867529999698,None,87.10499469999922,None,87.10499469999922,None,87.10499469999922,None,,,,,,,,,,,113,26,Male,2022-05-04_12h21.26.385,Boat,2022.1.1,59.892720155064744,
neutral,positive,1,k,k,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,neutral,k,k,1,1.0176561000116635,88.11690799999633,89.13023820001399,89.09375739999814,None,88.11690799999633,None,88.11690799999633,None,88.11690799999633,None,90.11997811998882,None,90.11997811998882,None,90.11997811998882,None,,,,,,,,,,,113,26,Male,2022-05-04_12h21.26.385,Boat,2022.1.1,59.892720155064744,
negative,neutral,2,j,l,,,,,0,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,neutral,negative,l,l,1,1.143563899997389,90.13652920001186,91.15740490000462,91.11423810000997,None,90.13652920001186,None,90.13652920001186,None,90.13652920001186,None,92.26667512000714,None,92.26667512000714,None,92.26667512000714,None,,,,,,,,,,,113,26,Male,2022-05-04_12h21.26.385,Boat,2022.1.1,59.892720155064744,
positive,negative,1,l,j,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,negative,positive,j,j,1,1.0847371999989264,92.28379350001342,93.29762550001033,93.26131820000592,None,92.28379350001342,None,92.28379350001342,None,92.28379350001342,None,94.35273651999015,None,94.35273651999015,None,94.35273651999015,None,,,,,,,,,,,113,26,Male,2022-05-04_12h21.26.385,Boat,2022.1.1,59.892720155064744,
positive,negative,2,l,j,,,,,0,4,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,positive,j,j,1,0.8481551999866497,94.37175099999877,95.3904620000103,95.34776430000784,None,94.37175099999877,None,94.37175099999877,None,94.37175099999877,None,96.20326182000863,None,96.20326182000863,None,96.20326182000863,None,,,,,,,,,,,113,26,Male,2022-05-04_12h21.26.385,Boat,2022.1.1,59.892720155064744,
negative,positive,2,j,l,,,,,0,5,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,negative,l,l,1,0.8594040000170935,96.21975190000376,97.23109929999919,97.19657470000675,None,96.21975190000376,None,96.21975190000376,None,96.21975190000376,None,98.06435031998845,None,98.06435031998845,None,98.06435031998845,None,,,,,,,,,,,113,26,Male,2022-05-04_12h21.26.385,Boat,2022.1.1,59.892720155064744,
negative,neutral,1,j,l,,,,,0,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,negative,l,l,1,1.0813994999916758,98.08134549998795,99.08276280001155,99.06446900000446,None,98.08134549998795,None,98.08134549998795,None,98.08134549998795,None,100.14925591998909,None,100.14925591998909,None,100.14925591998909,None,,,,,,,,,,,113,26,Male,2022-05-04_12h21.26.385,Boat,2022.1.1,59.892720155064744,
positive,neutral,1,l,j,,,,,0,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,positive,j,j,1,1.2341590000141878,100.16680380000616,101.18105889999424,101.14561899998807,None,100.16680380000616,None,100.16680380000616,None,100.16680380000616,None,102.38615602000792,None,102.38615602000792,None,102.38615602000792,None,,,,,,,,,,,113,26,Male,2022-05-04_12h21.26.385,Boat,2022.1.1,59.892720155064744,
neutral,negative,1,k,k,,,,,0,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,negative,neutral,k,k,1,0.8247185000218451,102.40218010000535,103.42428999999538,103.3809462999925,None,102.40218010000535,None,102.40218010000535,None,102.40218010000535,None,104.2144130199944,None,104.2144130199944,None,104.2144130199944,None,,,,,,,,,,,113,26,Male,2022-05-04_12h21.26.385,Boat,2022.1.1,59.892720155064744,
positive,positive,2,l,j,,,,,0,9,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,positive,j,j,1,0.8607539999939036,104.2300108000054,105.24811600000248,105.21088460000465,None,104.2300108000054,None,104.2300108000054,None,104.2300108000054,None,106.07792021999776,None,106.07792021999776,None,106.07792021999776,None,,,,,,,,,,,113,26,Male,2022-05-04_12h21.26.385,Boat,2022.1.1,59.892720155064744,
neutral,positive,2,k,k,,,,,0,10,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,neutral,k,k,1,0.8634821999876294,106.09481939999387,107.09658099999069,107.07846389999031,None,106.09481939999387,None,106.09481939999387,None,106.09481939999387,None,107.94294982001011,None,107.94294982001011,None,107.94294982001011,None,,,,,,,,,,,113,26,Male,2022-05-04_12h21.26.385,Boat,2022.1.1,59.892720155064744,
negative,negative,1,j,l,,,,,0,11,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,negative,negative,l,l,1,0.9713106999988668,107.96144939999795,108.97463099999004,108.94788049999624,None,107.96144939999795,None,107.96144939999795,None,107.96144939999795,None,109.91641522000137,None,109.91641522000137,None,109.91641522000137,None,,,,,,,,,,,113,26,Male,2022-05-04_12h21.26.385,Boat,2022.1.1,59.892720155064744,
negative,negative,2,j,l,,,,,0,12,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,negative,l,l,1,0.8343938000034541,109.93224640001426,110.95952390000457,110.91423329999088,None,109.93224640001426,None,109.93224640001426,None,109.93224640001426,None,111.75259291999683,None,111.75259291999683,None,111.75259291999683,None,,,,,,,,,,,113,26,Male,2022-05-04_12h21.26.385,Boat,2022.1.1,59.892720155064744,
neutral,neutral,1,k,k,,,,,0,13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,neutral,k,k,1,0.8651855000061914,111.76975060001132,112.7820875000034,112.74801390001085,None,111.76975060001132,None,111.76975060001132,None,111.76975060001132,None,113.62050512001443,None,113.62050512001443,None,113.62050512001443,None,,,,,,,,,,,113,26,Male,2022-05-04_12h21.26.385,Boat,2022.1.1,59.892720155064744,
positive,positive,1,l,j,,,,,0,14,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,positive,j,j,1,1.1872895999986213,113.63841089999187,114.6473435999942,114.61063410001225,None,113.63841089999187,None,113.63841089999187,None,113.63841089999187,None,115.81102901998966,None,115.81102901998966,None,115.81102901998966,None,,,,,,,,,,,113,26,Male,2022-05-04_12h21.26.385,Boat,2022.1.1,59.892720155064744,
neutral,negative,2,k,k,,,,,0,15,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,neutral,k,k,1,0.7907829000032507,115.82973319999292,116.84820999999647,116.81187159998808,None,115.82973319999292,None,115.82973319999292,None,115.82973319999292,None,117.6031956199935,None,117.6031956199935,None,117.6031956199935,None,,,,,,,,,,,113,26,Male,2022-05-04_12h21.26.385,Boat,2022.1.1,59.892720155064744,
negative,positive,1,j,l,,,,,0,16,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,positive,negative,l,l,1,1.0917351999960374,117.61932749999687,118.64151799998945,118.59808150000754,None,117.61932749999687,None,117.61932749999687,None,117.61932749999687,None,119.69831451999781,None,119.69831451999781,None,119.69831451999781,None,,,,,,,,,,,113,26,Male,2022-05-04_12h21.26.385,Boat,2022.1.1,59.892720155064744,
neutral,neutral,2,k,k,,,,,0,17,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,neutral,neutral,k,k,1,0.7863807000103407,119.71355610000319,120.72488739999244,120.69812929999898,None,119.71355610000319,None,119.71355610000319,None,119.71355610000319,None,121.48661541999027,None,121.48661541999027,None,121.48661541999027,None,,,,,,,,,,,113,26,Male,2022-05-04_12h21.26.385,Boat,2022.1.1,59.892720155064744,
neutral,positive,2,k,k,,,,,1,0,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,neutral,k,k,1,0.6709650000266265,121.50254859999404,122.51485070001218,122.47871289998875,None,121.50254859999404,None,121.50254859999404,None,121.50254859999404,None,123.16059751999856,None,123.16059751999856,None,123.16059751999856,None,,,,,,,,,,,113,26,Male,2022-05-04_12h21.26.385,Boat,2022.1.1,59.892720155064744,
