target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,None,-0.325,0.20185184,0,0,0,0.9990977159468457,None,25.470477359963116,None,78.83836479997262,None,78.83836479997262,None,0.098148145,-0.037962962,0,0,0,0.01215985999442637,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,30,Male,2022-05-10_09h46.26.554,Boat,2022.1.1,59.973899355749886,
,,,,,1,0,1,0,,,,,,,,,None,0.1,-0.053703703,0,0,0,None,None,None,None,80.30436139996164,None,80.30436139996164,None,0.09907407,-0.058333334,0,0,0,0.013876360026188195,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,30,Male,2022-05-10_09h46.26.554,Boat,2022.1.1,59.973899355749886,
,,,,,2,0,2,0,,,,,,,,,None,0.09259259,-0.041666668,0,0,0,None,None,None,None,81.44031909992918,None,81.44031909992918,None,-0.09907407,-0.036111113,0,0,0,0.013361059944145381,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,30,Male,2022-05-10_09h46.26.554,Boat,2022.1.1,59.973899355749886,
neutral,negative,1,k,k,,,,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,84.02571760001592,None,prac,2,2,1,negative,neutral,k,k,1,1.3907651000190526,86.05610109993722,87.05923889996484,87.03943739994429,None,86.05610109993722,None,86.05610109993722,None,86.05610109993722,None,88.41762045993237,None,88.41762045993237,None,88.41762045993237,None,,,,,,,,,,,124,30,Male,2022-05-10_09h46.26.554,Boat,2022.1.1,59.973899355749886,
neutral,negative,2,k,k,,,,,0,1,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,neutral,k,k,1,1.2625053999945521,88.44459299999289,89.46004749997519,89.42515499994624,None,88.44459299999289,None,88.44459299999289,None,88.44459299999289,None,90.68349225994898,None,90.68349225994898,None,90.68349225994898,None,,,,,,,,,,,124,30,Male,2022-05-10_09h46.26.554,Boat,2022.1.1,59.973899355749886,
negative,negative,2,j,l,,,,,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,negative,negative,j,j,1,0.995816900045611,90.71032059995923,91.73497200000565,91.70837230002508,None,90.71032059995923,None,90.71032059995923,None,90.71032059995923,None,92.68012685993453,None,92.68012685993453,None,92.68012685993453,None,,,,,,,,,,,124,30,Male,2022-05-10_09h46.26.554,Boat,2022.1.1,59.973899355749886,
positive,negative,2,l,j,,,,,0,3,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,positive,l,l,1,0.8298194999806583,92.70532019995153,93.71253629995044,93.69535589998122,None,92.70532019995153,None,92.70532019995153,None,92.70532019995153,None,94.51176145999925,None,94.51176145999925,None,94.51176145999925,None,,,,,,,,,,,124,30,Male,2022-05-10_09h46.26.554,Boat,2022.1.1,59.973899355749886,
neutral,neutral,1,k,k,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,neutral,k,k,1,0.8790729999309406,94.53970879991539,95.55147589999251,95.52666119998321,None,94.53970879991539,None,94.53970879991539,None,94.53970879991539,None,96.39422845992958,None,96.39422845992958,None,96.39422845992958,None,,,,,,,,,,,124,30,Male,2022-05-10_09h46.26.554,Boat,2022.1.1,59.973899355749886,
positive,positive,1,l,j,,,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,positive,l,l,1,2.100078899995424,96.42454499995802,97.44197099993471,97.42160709993914,None,96.42454499995802,None,96.42454499995802,None,96.42454499995802,None,99.52490299998317,None,99.52490299998317,None,99.52490299998317,None,,,,,,,,,,,124,30,Male,2022-05-10_09h46.26.554,Boat,2022.1.1,59.973899355749886,
negative,neutral,2,j,l,,,,,0,6,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,neutral,negative,j,j,1,0.9691076000453904,100.55512669996824,101.56015559996013,101.5417711000191,None,100.55512669996824,None,100.55512669996824,None,100.55512669996824,None,102.4987194599933,None,102.4987194599933,None,102.4987194599933,None,,,,,,,,,,,124,30,Male,2022-05-10_09h46.26.554,Boat,2022.1.1,59.973899355749886,
