target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,None,0.24351852,-0.42962962,0,0,0,1.228076199951829,None,30.278480299999682,None,61.24268740000116,None,61.24268740000116,None,-0.10277778,-0.08055556,0,0,0,0.0017900000002555316,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,19,Male,2022-06-03_16h24.23.383,Main,2022.1.1,60.015219860149315,
positive,positive,1,l,j,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,64.22398310000062,None,prac,1,1,1,positive,positive,l,l,1,2.906226899998728,66.2875425000002,67.29030140000032,67.2708590000002,None,66.2875425000002,None,66.2875425000002,None,66.2875425000002,None,70.19609630000014,None,70.19609630000014,None,70.19609630000014,None,,,,,,,,,,,230,19,Male,2022-06-03_16h24.23.383,Main,2022.1.1,60.015219860149315,
neutral,negative,1,k,k,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,negative,neutral,k,k,1,1.1325180000003456,71.22773250000137,72.24319810000088,72.2036177000009,None,71.22773250000137,None,71.22773250000137,None,71.22773250000137,None,73.33055500000064,None,73.33055500000064,None,73.33055500000064,None,,,,,,,,,,,230,19,Male,2022-06-03_16h24.23.383,Main,2022.1.1,60.015219860149315,
negative,positive,1,j,l,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,positive,negative,j,j,1,1.1035232000012911,73.35887449999973,74.37092990000019,74.34299330000067,None,73.35887449999973,None,73.35887449999973,None,73.35887449999973,None,75.43898690000078,None,75.43898690000078,None,75.43898690000078,None,,,,,,,,,,,230,19,Male,2022-06-03_16h24.23.383,Main,2022.1.1,60.015219860149315,
negative,neutral,1,j,l,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,negative,j,l,0,1.3079964999997173,75.4640083000013,76.48736890000146,76.44632840000122,None,75.4640083000013,None,75.4640083000013,None,75.4640083000013,None,77.76460020000013,None,77.76460020000013,None,77.76460020000013,None,,,,,,,,,,,230,19,Male,2022-06-03_16h24.23.383,Main,2022.1.1,60.015219860149315,
positive,negative,1,l,j,,,,,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,negative,positive,l,l,1,0.9330749000000651,78.78917770000044,79.80355510000118,79.76533949999975,None,78.78917770000044,None,78.78917770000044,None,78.78917770000044,None,80.69683590000041,None,80.69683590000041,None,80.69683590000041,None,,,,,,,,,,,230,19,Male,2022-06-03_16h24.23.383,Main,2022.1.1,60.015219860149315,
positive,negative,2,l,j,,,,,0,5,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,positive,l,l,1,1.0393614000004163,80.72567280000112,81.74158250000073,81.7218456999999,None,80.72567280000112,None,80.72567280000112,None,80.72567280000112,None,82.74016070000125,None,82.74016070000125,None,82.74016070000125,None,,,,,,,,,,,230,19,Male,2022-06-03_16h24.23.383,Main,2022.1.1,60.015219860149315,
positive,neutral,1,l,j,,,,,0,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,neutral,positive,l,l,1,1.2408298000009381,82.76675860000068,83.78634740000052,83.74727760000133,None,82.76675860000068,None,82.76675860000068,None,82.76675860000068,None,84.98119760000027,None,84.98119760000027,None,84.98119760000027,None,,,,,,,,,,,230,19,Male,2022-06-03_16h24.23.383,Main,2022.1.1,60.015219860149315,
neutral,positive,1,k,k,,,,,0,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,neutral,k,k,1,0.8121771999994962,85.00880030000008,86.01294290000078,85.99406140000065,None,85.00880030000008,None,85.00880030000008,None,85.00880030000008,None,86.79597210000084,None,86.79597210000084,None,86.79597210000084,None,,,,,,,,,,,230,19,Male,2022-06-03_16h24.23.383,Main,2022.1.1,60.015219860149315,
positive,positive,2,l,j,,,,,0,8,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,positive,positive,l,l,1,0.8620355000002746,86.82404580000002,87.84356740000112,87.82428570000047,None,86.82404580000002,None,86.82404580000002,None,86.82404580000002,None,88.65855940000093,None,88.65855940000093,None,88.65855940000093,None,,,,,,,,,,,230,19,Male,2022-06-03_16h24.23.383,Main,2022.1.1,60.015219860149315,
negative,negative,2,j,l,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,negative,j,j,1,0.8512933000001794,88.67994870000075,89.69978360000096,89.66150290000041,None,88.67994870000075,None,88.67994870000075,None,88.67994870000075,None,90.51360310000037,None,90.51360310000037,None,90.51360310000037,None,,,,,,,,,,,230,19,Male,2022-06-03_16h24.23.383,Main,2022.1.1,60.015219860149315,
neutral,negative,2,k,k,,,,,0,10,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,neutral,k,k,1,0.8576565999992454,90.54324600000109,91.56333489999997,91.52486250000038,None,90.54324600000109,None,90.54324600000109,None,90.54324600000109,None,92.37522110000118,None,92.37522110000118,None,92.37522110000118,None,,,,,,,,,,,230,19,Male,2022-06-03_16h24.23.383,Main,2022.1.1,60.015219860149315,
negative,negative,1,j,l,,,,,0,11,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,negative,negative,j,j,1,1.408927999998923,92.3951902000008,93.3990044000002,93.38000040000043,None,92.3951902000008,None,92.3951902000008,None,92.3951902000008,None,94.78764480000082,None,94.78764480000082,None,94.78764480000082,None,,,,,,,,,,,230,19,Male,2022-06-03_16h24.23.383,Main,2022.1.1,60.015219860149315,
neutral,neutral,1,k,k,,,,,0,12,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,neutral,k,k,1,0.9046405000008235,94.8099312000013,95.81670400000075,95.78050330000042,None,94.8099312000013,None,94.8099312000013,None,94.8099312000013,None,96.69241900000107,None,96.69241900000107,None,96.69241900000107,None,,,,,,,,,,,230,19,Male,2022-06-03_16h24.23.383,Main,2022.1.1,60.015219860149315,
negative,neutral,2,j,l,,,,,0,13,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,neutral,negative,j,j,1,1.4346485999994911,96.72025320000103,97.73600249999981,97.71598129999984,None,96.72025320000103,None,96.72025320000103,None,96.72025320000103,None,99.12937200000142,None,99.12937200000142,None,99.12937200000142,None,,,,,,,,,,,230,19,Male,2022-06-03_16h24.23.383,Main,2022.1.1,60.015219860149315,
