target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,None,0.09166667,-0.39259258,0,0,0,1.0192194994306192,None,28.867594299977647,None,79.61900149995927,None,79.61900149995927,None,-0.10277778,-0.08888889,0,0,0,0.013286100002005696,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,19,Female,2022-05-10_17h55.30.217,Boat,2022.1.1,59.98832625265731,
negative,negative,1,j,l,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,84.05259840004146,None,prac,2,2,1,negative,negative,j,j,1,2.1146719999378547,86.08816119993571,87.09309079998638,87.07527279993519,None,86.08816119993571,None,86.08816119993571,None,86.08816119993571,None,89.19611809996422,None,89.19611809996422,None,89.19611809996422,None,,,,,,,,,,,126,19,Female,2022-05-10_17h55.30.217,Boat,2022.1.1,59.98832625265731,
positive,positive,2,l,j,,,,,0,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,positive,l,l,1,1.2507530000293627,90.21987609995995,91.24844650004525,91.20154379995074,None,90.21987609995995,None,90.21987609995995,None,90.21987609995995,None,92.44518920001573,None,92.44518920001573,None,92.44518920001573,None,,,,,,,,,,,126,19,Female,2022-05-10_17h55.30.217,Boat,2022.1.1,59.98832625265731,
negative,neutral,1,j,l,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,negative,j,j,1,1.0500721000134945,92.47349310002755,93.50159400003031,93.45476380002219,None,92.47349310002755,None,92.47349310002755,None,92.47349310002755,None,94.49959659997839,None,94.49959659997839,None,94.49959659997839,None,,,,,,,,,,,126,19,Female,2022-05-10_17h55.30.217,Boat,2022.1.1,59.98832625265731,
positive,neutral,2,l,j,,,,,0,3,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,neutral,positive,l,l,1,1.0553657000418752,94.52618629997596,95.5291903000325,95.51148290000856,None,94.52618629997596,None,94.52618629997596,None,94.52618629997596,None,96.55622069993987,None,96.55622069993987,None,96.55622069993987,None,,,,,,,,,,,126,19,Female,2022-05-10_17h55.30.217,Boat,2022.1.1,59.98832625265731,
neutral,positive,2,k,k,,,,,0,4,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,neutral,k,k,1,0.8868233000393957,96.57616369996686,97.59034689993132,97.5516775000142,None,96.57616369996686,None,96.57616369996686,None,96.57616369996686,None,98.44679450001567,None,98.44679450001567,None,98.44679450001567,None,,,,,,,,,,,126,19,Female,2022-05-10_17h55.30.217,Boat,2022.1.1,59.98832625265731,
neutral,positive,1,k,k,,,,,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,neutral,k,k,1,1.0518475000280887,98.47221209993586,99.50194979994558,99.45399720000569,None,98.47221209993586,None,98.47221209993586,None,98.47221209993586,None,100.50073679992929,None,100.50073679992929,None,100.50073679992929,None,,,,,,,,,,,126,19,Female,2022-05-10_17h55.30.217,Boat,2022.1.1,59.98832625265731,
negative,positive,1,j,l,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,positive,negative,j,j,1,0.9155949000269175,100.52813909994438,101.53098649997264,101.51259769999888,None,100.52813909994438,None,100.52813909994438,None,100.52813909994438,None,102.41875380000565,None,102.41875380000565,None,102.41875380000565,None,,,,,,,,,,,126,19,Female,2022-05-10_17h55.30.217,Boat,2022.1.1,59.98832625265731,
positive,negative,1,l,j,,,,,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,negative,positive,l,l,1,0.8627858000108972,102.43818599998485,103.44042629993055,103.42191179993097,None,102.43818599998485,None,102.43818599998485,None,102.43818599998485,None,104.28444139999337,None,104.28444139999337,None,104.28444139999337,None,,,,,,,,,,,126,19,Female,2022-05-10_17h55.30.217,Boat,2022.1.1,59.98832625265731,
neutral,negative,1,k,k,,,,,0,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,negative,neutral,k,k,1,0.8229072000831366,104.30921380000655,105.31182719999924,105.2935131000122,None,104.30921380000655,None,104.30921380000655,None,104.30921380000655,None,106.1079865999287,None,106.1079865999287,None,106.1079865999287,None,,,,,,,,,,,126,19,Female,2022-05-10_17h55.30.217,Boat,2022.1.1,59.98832625265731,
