target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,None,-0.012037037,-0.4101852,0,0,0,1.024370958446525,None,27.454023719998077,None,79.48987759999,None,79.48987759999,None,-0.09537037,-0.07777778,0,0,0,0.012623319984413683,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,21,Female,2022-05-09_15h51.13.789,Boat,2022.1.1,60.13438833226163,
neutral,positive,2,k,k,,,,,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,83.59137949999422,None,prac,2,2,2,positive,neutral,k,k,1,1.651596499956213,85.62303349992726,86.63279949990101,86.59337319992483,None,85.62303349992726,None,85.62303349992726,None,85.62303349992726,None,88.26734779996332,None,88.26734779996332,None,88.26734779996332,None,,,,,,,,,,,122,21,Female,2022-05-09_15h51.13.789,Boat,2022.1.1,60.13438833226163,
negative,negative,1,j,l,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,negative,negative,j,j,1,1.7013010000810027,89.28172229998745,90.2999550999375,90.26170669996645,None,89.28172229998745,None,89.28172229998745,None,89.28172229998745,None,91.97042879997753,None,91.97042879997753,None,91.97042879997753,None,,,,,,,,,,,122,21,Female,2022-05-09_15h51.13.789,Boat,2022.1.1,60.13438833226163,
neutral,negative,2,k,k,,,,,0,2,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,negative,neutral,k,k,1,0.9300182999577373,92.98195159994066,93.99796830001287,93.96265819994733,None,92.98195159994066,None,92.98195159994066,None,92.98195159994066,None,94.8942902199924,None,94.8942902199924,None,94.8942902199924,None,,,,,,,,,,,122,21,Female,2022-05-09_15h51.13.789,Boat,2022.1.1,60.13438833226163,
neutral,neutral,2,k,k,,,,,0,3,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,neutral,neutral,k,k,1,0.8122711000032723,94.91504959994927,95.92818960000295,95.88932919991203,None,94.91504959994927,None,94.91504959994927,None,94.91504959994927,None,96.7093632199103,None,96.7093632199103,None,96.7093632199103,None,,,,,,,,,,,122,21,Female,2022-05-09_15h51.13.789,Boat,2022.1.1,60.13438833226163,
negative,positive,1,j,l,,,,,0,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,positive,negative,j,j,1,0.8522924999706447,96.73330369999167,97.74392439995427,97.7085320999613,None,96.73330369999167,None,96.73330369999167,None,96.73330369999167,None,98.56682541989721,None,98.56682541989721,None,98.56682541989721,None,,,,,,,,,,,122,21,Female,2022-05-09_15h51.13.789,Boat,2022.1.1,60.13438833226163,
positive,negative,2,l,j,,,,,0,5,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,positive,l,l,1,0.8811560999602079,98.5850075999042,99.59347939991858,99.57636619999539,None,98.5850075999042,None,98.5850075999042,None,98.5850075999042,None,100.44865711999591,None,100.44865711999591,None,100.44865711999591,None,,,,,,,,,,,122,21,Female,2022-05-09_15h51.13.789,Boat,2022.1.1,60.13438833226163,
neutral,negative,1,k,k,,,,,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,negative,neutral,k,k,1,0.6848178999498487,100.46727719996125,101.47223159996793,101.45214239996858,None,100.46727719996125,None,100.46727719996125,None,100.46727719996125,None,102.13713421998546,None,102.13713421998546,None,102.13713421998546,None,,,,,,,,,,,122,21,Female,2022-05-09_15h51.13.789,Boat,2022.1.1,60.13438833226163,
negative,negative,2,j,l,,,,,0,7,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,negative,negative,j,j,1,0.8296210000989959,102.1595476999646,103.16683389991522,103.14843549998477,None,102.1595476999646,None,102.1595476999646,None,102.1595476999646,None,103.97118611994665,None,103.97118611994665,None,103.97118611994665,None,,,,,,,,,,,122,21,Female,2022-05-09_15h51.13.789,Boat,2022.1.1,60.13438833226163,
negative,neutral,1,j,l,,,,,0,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,negative,j,j,1,0.8750523999333382,103.99243879993446,105.00024959992152,104.96159939991776,None,103.99243879993446,None,103.99243879993446,None,103.99243879993446,None,105.84618161991239,None,105.84618161991239,None,105.84618161991239,None,,,,,,,,,,,122,21,Female,2022-05-09_15h51.13.789,Boat,2022.1.1,60.13438833226163,
