target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,None,0.34351853,-0.39722222,0,0,0,1.0032943299875114,None,19.954140629999436,None,70.26720579999983,None,70.26720579999983,None,-0.11203704,-0.08611111,0,0,0,0.01255892999961361,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,22,Female,2022-05-31_14h13.44.916,Main,2022.1.1,60.03539687000893,
positive,neutral,2,l,j,,,,,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,74.41373399999975,None,prac,2,2,2,neutral,positive,j,j,1,2.113678400000026,76.46990389999974,77.48076159999982,77.46041650000006,None,76.46990389999974,None,76.46990389999974,None,76.46990389999974,None,79.57207409999955,None,79.57207409999955,None,79.57207409999955,None,,,,,,,,,,,227,22,Female,2022-05-31_14h13.44.916,Main,2022.1.1,60.03539687000893,
negative,negative,1,j,l,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,negative,negative,l,l,1,1.359113200000138,80.60744759999943,81.62676620000002,81.58945560000029,None,80.60744759999943,None,80.60744759999943,None,80.60744759999943,None,82.93228742999955,None,82.93228742999955,None,82.93228742999955,None,,,,,,,,,,,227,22,Female,2022-05-31_14h13.44.916,Main,2022.1.1,60.03539687000893,
positive,neutral,1,l,j,,,,,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,neutral,positive,j,j,1,1.2247605000002295,82.97572669999954,83.99010029999954,83.95411469999999,None,82.97572669999954,None,82.97572669999954,None,82.97572669999954,None,85.1620197299998,None,85.1620197299998,None,85.1620197299998,None,,,,,,,,,,,227,22,Female,2022-05-31_14h13.44.916,Main,2022.1.1,60.03539687000893,
neutral,positive,1,k,k,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,positive,neutral,k,k,1,0.9029834000002666,85.19066190000012,86.2044793999994,86.1864671000003,None,85.19066190000012,None,85.19066190000012,None,85.19066190000012,None,87.0665856300001,None,87.0665856300001,None,87.0665856300001,None,,,,,,,,,,,227,22,Female,2022-05-31_14h13.44.916,Main,2022.1.1,60.03539687000893,
negative,negative,2,j,l,,,,,0,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,negative,l,l,1,0.8744887000002564,87.10306539999965,88.11991959999978,88.08197259999997,None,87.10306539999965,None,87.10306539999965,None,87.10306539999965,None,88.94525433000027,None,88.94525433000027,None,88.94525433000027,None,,,,,,,,,,,227,22,Female,2022-05-31_14h13.44.916,Main,2022.1.1,60.03539687000893,
negative,neutral,1,j,l,,,,,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,negative,l,l,1,0.9658255999993344,88.98619030000009,90.00195879999956,89.96536539999943,None,88.98619030000009,None,88.98619030000009,None,88.98619030000009,None,90.91156493000008,None,90.91156493000008,None,90.91156493000008,None,,,,,,,,,,,227,22,Female,2022-05-31_14h13.44.916,Main,2022.1.1,60.03539687000893,
neutral,neutral,2,k,k,,,,,0,6,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,0.9705575999996654,90.93151089999992,91.93579099999988,91.91789139999946,None,90.93151089999992,None,90.93151089999992,None,90.93151089999992,None,92.8840069299994,None,92.8840069299994,None,92.8840069299994,None,,,,,,,,,,,227,22,Female,2022-05-31_14h13.44.916,Main,2022.1.1,60.03539687000893,
negative,positive,2,j,l,,,,,0,7,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,positive,negative,l,l,1,0.8748270999994929,92.92667389999951,93.93870460000016,93.9020032999997,None,92.92667389999951,None,92.92667389999951,None,92.92667389999951,None,94.76110902999963,None,94.76110902999963,None,94.76110902999963,None,,,,,,,,,,,227,22,Female,2022-05-31_14h13.44.916,Main,2022.1.1,60.03539687000893,
neutral,positive,2,k,k,,,,,0,8,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,neutral,k,k,1,0.922805100000005,94.79164899999978,95.81069899999966,95.79160779999984,None,94.79164899999978,None,94.79164899999978,None,94.79164899999978,None,96.68597812999988,None,96.68597812999988,None,96.68597812999988,None,,,,,,,,,,,227,22,Female,2022-05-31_14h13.44.916,Main,2022.1.1,60.03539687000893,
