target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,None,0.022222223,-0.39814815,0,0,0,1.0082332000438328,None,22.397334350000346,None,78.29283319999922,None,78.29283319999922,None,-0.098148145,-0.09166667,0,0,0,0.0125390499997593,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.03478415387687,
positive,positive,2,l,j,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,82.15632600000026,None,prac,2,2,2,positive,positive,j,j,1,3.3026309000015317,84.19101219999902,85.20028499999898,85.18122159999984,None,84.19101219999902,None,84.19101219999902,None,84.19101219999902,None,88.4892689999997,None,88.4892689999997,None,88.4892689999997,None,,,,,,,,,,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.03478415387687,
negative,negative,2,j,l,,,,,0,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,negative,negative,l,l,1,1.4766989999989164,89.50961970000026,90.52338039999995,90.4836548000003,None,89.50961970000026,None,89.50961970000026,None,89.50961970000026,None,91.95914724999984,None,91.95914724999984,None,91.95914724999984,None,,,,,,,,,,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.03478415387687,
positive,negative,2,l,j,,,,,0,2,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,negative,positive,j,j,1,1.1003982000001997,91.9878764999994,92.99567019999995,92.97626729999865,None,91.9878764999994,None,91.9878764999994,None,91.9878764999994,None,94.06233074999928,None,94.06233074999928,None,94.06233074999928,None,,,,,,,,,,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.03478415387687,
neutral,positive,1,k,k,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,neutral,k,k,1,0.8143718000010267,94.09435809999923,95.10394509999969,95.08469960000002,None,94.09435809999923,None,94.09435809999923,None,94.09435809999923,None,95.87888454999866,None,95.87888454999866,None,95.87888454999866,None,,,,,,,,,,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.03478415387687,
negative,neutral,1,j,l,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,negative,l,l,1,0.9875740000006772,95.90566190000027,96.91741369999909,96.89842409999983,None,95.90566190000027,None,95.90566190000027,None,95.90566190000027,None,97.87041605000032,None,97.87041605000032,None,97.87041605000032,None,,,,,,,,,,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.03478415387687,
neutral,neutral,2,k,k,,,,,0,5,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,0.9139989000013884,97.89793169999939,98.9091472,98.8894810999991,None,97.89793169999939,None,97.89793169999939,None,97.89793169999939,None,99.78324984999945,None,99.78324984999945,None,99.78324984999945,None,,,,,,,,,,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.03478415387687,
neutral,negative,2,k,k,,,,,0,6,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,neutral,k,k,1,0.7849351999993814,99.81276889999936,100.8328623999987,100.79480289999992,None,99.81276889999936,None,99.81276889999936,None,99.81276889999936,None,101.57363144999927,None,101.57363144999927,None,101.57363144999927,None,,,,,,,,,,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.03478415387687,
neutral,positive,2,k,k,,,,,0,7,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,positive,neutral,k,k,1,0.8232647000004363,101.60201609999967,102.62285909999991,102.60323160000007,None,101.60201609999967,None,101.60201609999967,None,101.60201609999967,None,103.39935844999873,None,103.39935844999873,None,103.39935844999873,None,,,,,,,,,,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.03478415387687,
negative,neutral,2,j,l,,,,,0,8,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,neutral,negative,l,l,1,1.6476731000002474,103.41923479999969,104.42845139999918,104.4086084999999,None,103.41923479999969,None,103.41923479999969,None,103.41923479999969,None,106.05493149999893,None,106.05493149999893,None,106.05493149999893,None,,,,,,,,,,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.03478415387687,
negative,positive,1,j,l,,,,,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,negative,l,l,1,0.8648118999990402,107.08116469999914,108.0833918999997,108.06463489999987,None,107.08116469999914,None,107.08116469999914,None,107.08116469999914,None,108.92561154999949,None,108.92561154999949,None,108.92561154999949,None,,,,,,,,,,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.03478415387687,
positive,negative,1,l,j,,,,,0,10,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,negative,positive,j,j,1,0.9455070000003616,108.95367710000028,109.95597819999966,109.93639110000004,None,108.95367710000028,None,108.95367710000028,None,108.95367710000028,None,110.87398905000028,None,110.87398905000028,None,110.87398905000028,None,,,,,,,,,,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.03478415387687,
positive,positive,1,l,j,,,,,0,11,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,positive,positive,j,j,1,0.934297300000253,110.9029129999999,111.91640019999977,111.89769949999936,None,110.9029129999999,None,110.9029129999999,None,110.9029129999999,None,112.81051674999999,None,112.81051674999999,None,112.81051674999999,None,,,,,,,,,,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.03478415387687,
positive,neutral,1,l,j,,,,,0,12,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,neutral,positive,j,j,1,1.2849286000000575,112.84135349999997,113.84387669999887,113.82458909999878,None,112.84135349999997,None,112.84135349999997,None,112.84135349999997,None,115.09999234999869,None,115.09999234999869,None,115.09999234999869,None,,,,,,,,,,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.03478415387687,
neutral,neutral,1,k,k,,,,,0,13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,neutral,k,k,1,0.6091995000006136,115.12227489999896,116.12522309999986,116.10617529999945,None,115.12227489999896,None,115.12227489999896,None,115.12227489999896,None,116.70915964999968,None,116.70915964999968,None,116.70915964999968,None,,,,,,,,,,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.03478415387687,
negative,positive,2,j,l,,,,,0,14,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,negative,l,l,1,0.7918148999997356,116.73043009999856,117.74350839999897,117.72387109999909,None,116.73043009999856,None,116.73043009999856,None,116.73043009999856,None,118.5051599499986,None,118.5051599499986,None,118.5051599499986,None,,,,,,,,,,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.03478415387687,
neutral,negative,1,k,k,,,,,0,15,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,negative,neutral,k,k,1,0.8246017000001302,118.52853099999993,119.53131269999903,119.5125666999993,None,118.52853099999993,None,118.52853099999993,None,118.52853099999993,None,120.33501364999957,None,120.33501364999957,None,120.33501364999957,None,,,,,,,,,,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.03478415387687,
negative,negative,1,j,l,,,,,0,16,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,negative,negative,l,l,1,1.1508056000002398,120.36227099999996,121.38094269999965,121.34236760000022,None,120.36227099999996,None,120.36227099999996,None,120.36227099999996,None,122.48813894999894,None,122.48813894999894,None,122.48813894999894,None,,,,,,,,,,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.03478415387687,
positive,neutral,2,l,j,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,neutral,positive,j,j,1,0.8674145000004501,122.5173648,123.51979889999893,123.50061159999859,None,122.5173648,None,122.5173648,None,122.5173648,None,124.35940954999951,None,124.35940954999951,None,124.35940954999951,None,,,,,,,,,,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.03478415387687,
negative,negative,1,j,l,,,,,1,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,negative,negative,l,l,1,0.855144700000892,124.38001459999941,125.40115839999999,125.36192909999954,None,124.38001459999941,None,124.38001459999941,None,124.38001459999941,None,126.21855114999944,None,126.21855114999944,None,126.21855114999944,None,,,,,,,,,,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.03478415387687,
neutral,neutral,2,k,k,,,,,1,1,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,0.8003793000007136,126.24127149999913,127.2454930999993,127.22630529999878,None,126.24127149999913,None,126.24127149999913,None,126.24127149999913,None,128.02337085000016,None,128.02337085000016,None,128.02337085000016,None,,,,,,,,,,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.03478415387687,
negative,negative,2,j,l,,,,,1,2,20,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,negative,l,l,1,0.9455847999997786,128.04335749999882,129.0631830000002,129.0225563999993,None,128.04335749999882,None,128.04335749999882,None,128.04335749999882,None,129.97078104999872,None,129.97078104999872,None,129.97078104999872,None,,,,,,,,,,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.03478415387687,
