target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,None,0.18703704,-0.28333333,0,0,0,1.0143027200042525,None,22.136217239999816,None,74.81531479999967,None,74.81531479999967,None,-0.11296296,-0.098148145,0,0,0,0.012684340000305383,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,24,Female,2022-05-10_14h17.14.551,Main,2022.1.1,59.99610025336378,
negative,neutral,2,j,l,,,,,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,78.84581660000003,None,prac,2,2,2,neutral,negative,l,l,1,1.3162939000003462,80.9043185999999,81.92074559999992,81.88400719999981,None,80.9043185999999,None,80.9043185999999,None,80.9043185999999,None,83.18128053999985,None,83.18128053999985,None,83.18128053999985,None,,,,,,,,,,,213,24,Female,2022-05-10_14h17.14.551,Main,2022.1.1,59.99610025336378,
neutral,negative,1,k,k,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,negative,neutral,k,k,1,0.8889267999998083,83.22792799999979,84.23738569999978,84.20049530000006,None,83.22792799999979,None,83.22792799999979,None,83.22792799999979,None,85.07485454000002,None,85.07485454000002,None,85.07485454000002,None,,,,,,,,,,,213,24,Female,2022-05-10_14h17.14.551,Main,2022.1.1,59.99610025336378,
positive,neutral,2,l,j,,,,,0,2,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,neutral,positive,j,j,1,0.5492120999997496,85.11147879999999,86.12774760000002,86.08924109999998,None,85.11147879999999,None,85.11147879999999,None,85.11147879999999,None,86.62646673999993,None,86.62646673999993,None,86.62646673999993,None,,,,,,,,,,,213,24,Female,2022-05-10_14h17.14.551,Main,2022.1.1,59.99610025336378,
neutral,negative,2,k,k,,,,,0,3,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,negative,neutral,k,k,1,0.8019976000000497,86.66735769999968,87.68094789999986,87.6422063,None,86.66735769999968,None,86.66735769999968,None,86.66735769999968,None,88.43185853999998,None,88.43185853999998,None,88.43185853999998,None,,,,,,,,,,,213,24,Female,2022-05-10_14h17.14.551,Main,2022.1.1,59.99610025336378,
positive,negative,1,l,j,,,,,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,negative,positive,j,j,1,0.6273974000000635,88.47733659999994,89.4892961999999,89.45144789999995,None,88.47733659999994,None,88.47733659999994,None,88.47733659999994,None,90.06312493999971,None,90.06312493999971,None,90.06312493999971,None,,,,,,,,,,,213,24,Female,2022-05-10_14h17.14.551,Main,2022.1.1,59.99610025336378,
positive,positive,2,l,j,,,,,0,5,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,positive,positive,j,j,1,0.7584980999999971,90.0997468999999,91.10153579999997,91.08273919999965,None,90.0997468999999,None,90.0997468999999,None,90.0997468999999,None,91.82553863999996,None,91.82553863999996,None,91.82553863999996,None,,,,,,,,,,,213,24,Female,2022-05-10_14h17.14.551,Main,2022.1.1,59.99610025336378,
negative,negative,2,j,l,,,,,0,6,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,negative,l,l,1,0.6147052999999687,91.85517419999996,92.87221709999994,92.85365629999978,None,91.85517419999996,None,91.85517419999996,None,91.85517419999996,None,93.44354503999998,None,93.44354503999998,None,93.44354503999998,None,,,,,,,,,,,213,24,Female,2022-05-10_14h17.14.551,Main,2022.1.1,59.99610025336378,
negative,positive,2,j,l,,,,,0,7,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,negative,l,l,1,0.559266000000207,93.47440529999994,94.48642199999995,94.46830509999972,None,93.47440529999994,None,93.47440529999994,None,93.47440529999994,None,95.00268933999982,None,95.00268933999982,None,95.00268933999982,None,,,,,,,,,,,213,24,Female,2022-05-10_14h17.14.551,Main,2022.1.1,59.99610025336378,
neutral,neutral,1,k,k,,,,,0,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,neutral,k,k,1,0.5644326000001456,95.03478819999964,96.05211159999999,96.03343649999988,None,95.03478819999964,None,95.03478819999964,None,95.03478819999964,None,96.56881093999968,None,96.56881093999968,None,96.56881093999968,None,,,,,,,,,,,213,24,Female,2022-05-10_14h17.14.551,Main,2022.1.1,59.99610025336378,
