target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,None,0.10277778,0.05648148,0,0,0,1.0227335391682573,None,33.02288252999715,None,34.10805640000035,None,34.10805640000035,None,0.14166667,-0.032407407,0,0,0,0.012625629984540865,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,29,Female,2022-04-29_18h51.02.728,Boat,2022.1.1,60.16738566667994,
,,,,,1,0,1,0,,,,,,,,,None,0.13796297,-0.053703703,0,0,0,None,None,None,None,35.689168299984885,None,35.689168299984885,None,0.13240741,-0.05740741,0,0,0,0.014019830006873235,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,29,Female,2022-04-29_18h51.02.728,Boat,2022.1.1,60.16738566667994,
,,,,,2,0,2,0,,,,,,,,,None,0.12407407,-0.055555556,1,0,0,1.0115041499957442,None,37.023228629984075,None,90.17451459998847,None,90.17451459998847,None,-0.10092592,-0.09166667,0,0,0,0.01240413001505658,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,29,Female,2022-04-29_18h51.02.728,Boat,2022.1.1,60.16738566667994,
negative,neutral,2,j,l,,,,,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,96.02921469998546,None,prac,2,2,2,neutral,negative,j,j,1,1.750942800019402,98.05737299998873,99.06242639999255,99.02913949999493,None,98.05737299998873,None,98.05737299998873,None,98.05737299998873,None,100.80025909998221,None,100.80025909998221,None,100.80025909998221,None,,,,,,,,,,,106,29,Female,2022-04-29_18h51.02.728,Boat,2022.1.1,60.16738566667994,
negative,neutral,1,j,l,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,neutral,negative,j,k,0,1.2278906000137795,101.81501589997788,102.83108209999045,102.79594209999777,None,101.81501589997788,None,101.81501589997788,None,101.81501589997788,None,104.03612770000473,None,104.03612770000473,None,104.03612770000473,None,,,,,,,,,,,106,29,Female,2022-04-29_18h51.02.728,Boat,2022.1.1,60.16738566667994,
neutral,negative,2,k,k,,,,,0,2,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,neutral,k,k,1,0.9502518000081182,105.04981159997988,106.0577357999864,106.03793150000274,None,105.04981159997988,None,105.04981159997988,None,105.04981159997988,None,106.98397572998947,None,106.98397572998947,None,106.98397572998947,None,,,,,,,,,,,106,29,Female,2022-04-29_18h51.02.728,Boat,2022.1.1,60.16738566667994,
negative,negative,2,j,l,,,,,0,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,negative,j,j,1,1.013656399998581,107.00239209999563,108.01281149999704,107.97889589998522,None,107.00239209999563,None,107.00239209999563,None,107.00239209999563,None,109.00080082998902,None,109.00080082998902,None,109.00080082998902,None,,,,,,,,,,,106,29,Female,2022-04-29_18h51.02.728,Boat,2022.1.1,60.16738566667994,
positive,neutral,1,l,j,,,,,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,positive,l,l,1,0.955757799994899,109.0178528999968,110.02704630000517,110.00767739998992,None,109.0178528999968,None,109.0178528999968,None,109.0178528999968,None,110.96009112999018,None,110.96009112999018,None,110.96009112999018,None,,,,,,,,,,,106,29,Female,2022-04-29_18h51.02.728,Boat,2022.1.1,60.16738566667994,
negative,positive,1,j,l,,,,,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,positive,negative,j,j,1,0.8817146999936085,110.97711469998467,111.97955160000129,111.96227210000507,None,110.97711469998467,None,110.97711469998467,None,110.97711469998467,None,112.8439656299859,None,112.8439656299859,None,112.8439656299859,None,,,,,,,,,,,106,29,Female,2022-04-29_18h51.02.728,Boat,2022.1.1,60.16738566667994,
negative,positive,2,j,l,,,,,0,6,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,negative,j,j,1,1.3999635000072885,112.86232169999857,113.86284590000287,113.84530869999435,None,112.86232169999857,None,112.86232169999857,None,112.86232169999857,None,115.24666762997803,None,115.24666762997803,None,115.24666762997803,None,,,,,,,,,,,106,29,Female,2022-04-29_18h51.02.728,Boat,2022.1.1,60.16738566667994,
