target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,None,0.0064814813,-0.074074075,0,0,0,1.0156613800081686,None,99.13365548000002,None,149.88007819999984,None,149.88007819999984,None,-0.119444445,-0.06388889,0,0,0,0.012443779999557592,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,22,Male,2022-05-03_11h35.48.978,Main,2022.1.1,59.91877410974126,
negative,negative,1,j,l,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,152.7435771999999,None,prac,1,1,1,negative,negative,l,l,1,3.626689599999736,154.79460999999992,155.7997307000005,155.7805932000001,None,154.79460999999992,None,154.79460999999992,None,154.79460999999992,None,159.41150560000005,None,159.41150560000005,None,159.41150560000005,None,,,,,,,,,,,207,22,Male,2022-05-03_11h35.48.978,Main,2022.1.1,59.91877410974126,
positive,neutral,1,l,j,,,,,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,neutral,positive,j,j,1,0.9878548000006049,160.45813720000024,161.4782783999999,161.44022230000064,None,160.45813720000024,None,160.45813720000024,None,160.45813720000024,None,162.40507627999978,None,162.40507627999978,None,162.40507627999978,None,,,,,,,,,,,207,22,Male,2022-05-03_11h35.48.978,Main,2022.1.1,59.91877410974126,
negative,positive,2,j,l,,,,,0,2,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,positive,negative,l,l,1,1.079945399999815,162.44724740000038,163.44910510000045,163.43074200000046,None,162.44724740000038,None,162.44724740000038,None,162.44724740000038,None,164.48993987999984,None,164.48993987999984,None,164.48993987999984,None,,,,,,,,,,,207,22,Male,2022-05-03_11h35.48.978,Main,2022.1.1,59.91877410974126,
positive,negative,2,l,j,,,,,0,3,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,positive,j,j,1,0.9559448999998494,164.52910859999974,165.53506879999986,165.49810660000003,None,164.52910859999974,None,164.52910859999974,None,164.52910859999974,None,166.44647588000043,None,166.44647588000043,None,166.44647588000043,None,,,,,,,,,,,207,22,Male,2022-05-03_11h35.48.978,Main,2022.1.1,59.91877410974126,
positive,neutral,2,l,j,,,,,0,4,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,neutral,positive,j,j,1,0.63954990000002,166.48319730000003,167.48633229999996,167.46763939999983,None,166.48319730000003,None,166.48319730000003,None,166.48319730000003,None,168.09031808000054,None,168.09031808000054,None,168.09031808000054,None,,,,,,,,,,,207,22,Male,2022-05-03_11h35.48.978,Main,2022.1.1,59.91877410974126,
negative,negative,2,j,l,,,,,0,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,negative,l,l,1,0.7306633999996848,168.10828839999976,169.1189961,169.08179670000027,None,168.10828839999976,None,168.10828839999976,None,168.10828839999976,None,169.82349328000055,None,169.82349328000055,None,169.82349328000055,None,,,,,,,,,,,207,22,Male,2022-05-03_11h35.48.978,Main,2022.1.1,59.91877410974126,
positive,positive,1,l,j,,,,,0,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,positive,j,j,1,0.6452166999997644,169.8597223000006,170.87445350000053,170.8366777000001,None,169.8597223000006,None,169.8597223000006,None,169.8597223000006,None,171.47157138000057,None,171.47157138000057,None,171.47157138000057,None,,,,,,,,,,,207,22,Male,2022-05-03_11h35.48.978,Main,2022.1.1,59.91877410974126,
negative,neutral,1,j,l,,,,,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,neutral,negative,l,l,1,0.6406264000006558,171.49222689999988,172.5068038999998,172.46904280000035,None,171.49222689999988,None,171.49222689999988,None,171.49222689999988,None,173.11286008000025,None,173.11286008000025,None,173.11286008000025,None,,,,,,,,,,,207,22,Male,2022-05-03_11h35.48.978,Main,2022.1.1,59.91877410974126,
neutral,positive,1,k,k,,,,,0,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,neutral,k,k,1,0.6514802000001509,173.14362820000042,174.16210640000008,174.14311570000064,None,173.14362820000042,None,173.14362820000042,None,173.14362820000042,None,174.7660215800006,None,174.7660215800006,None,174.7660215800006,None,,,,,,,,,,,207,22,Male,2022-05-03_11h35.48.978,Main,2022.1.1,59.91877410974126,
neutral,positive,2,k,k,,,,,0,9,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,neutral,k,k,1,1.2128585000000385,174.8010189000006,175.80648720000045,175.78736060000028,None,174.8010189000006,None,174.8010189000006,None,174.8010189000006,None,176.98118098000032,None,176.98118098000032,None,176.98118098000032,None,,,,,,,,,,,207,22,Male,2022-05-03_11h35.48.978,Main,2022.1.1,59.91877410974126,
negative,positive,1,j,l,,,,,0,10,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,negative,l,k,0,-0.7660206000000471,177.0149194000005,None,None,None,177.0149194000005,None,177.0149194000005,None,177.0149194000005,None,177.2303364999998,None,177.2303364999998,None,177.2303364999998,None,,,,,,,,,,,207,22,Male,2022-05-03_11h35.48.978,Main,2022.1.1,59.91877410974126,
neutral,neutral,2,k,k,,,,,0,11,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,neutral,neutral,k,k,1,0.8304474999995364,180.25188680000065,181.26033689999986,181.24138959999982,None,180.25188680000065,None,180.25188680000065,None,180.25188680000065,None,182.06232418000036,None,182.06232418000036,None,182.06232418000036,None,,,,,,,,,,,207,22,Male,2022-05-03_11h35.48.978,Main,2022.1.1,59.91877410974126,
