target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,None,0.07777778,-0.38425925,0,0,0,1.0283089033327997,None,27.373961190041154,None,76.77702719997615,None,76.77702719997615,None,-0.108333334,-0.08425926,0,0,0,0.013245390728116035,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,22,Female,2022-05-31_15h56.56.347,Boat,2022.1.1,59.80764667208058,
positive,neutral,2,l,j,,,,,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,83.0761609999463,None,prac,2,2,2,neutral,positive,j,j,1,1.265057200100273,85.11001419974491,86.11186440009624,86.09344159998,None,85.11001419974491,None,85.11001419974491,None,85.11001419974491,None,87.34211598969996,None,87.34211598969996,None,87.34211598969996,None,,,,,,,,,,,133,22,Female,2022-05-31_15h56.56.347,Boat,2022.1.1,59.80764667208058,
positive,positive,1,l,j,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,positive,j,k,0,1.5859147999435663,87.36661029979587,88.39151969971135,88.34603999974206,None,87.36661029979587,None,87.36661029979587,None,87.36661029979587,None,89.96718839975074,None,89.96718839975074,None,89.96718839975074,None,,,,,,,,,,,133,22,Female,2022-05-31_15h56.56.347,Boat,2022.1.1,59.80764667208058,
positive,negative,1,l,j,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,negative,positive,j,j,1,0.8724767002277076,90.99414870003238,92.01090859994292,91.9749655998312,None,90.99414870003238,None,90.99414870003238,None,90.99414870003238,None,92.84057079004124,None,92.84057079004124,None,92.84057079004124,None,,,,,,,,,,,133,22,Female,2022-05-31_15h56.56.347,Boat,2022.1.1,59.80764667208058,
neutral,negative,2,k,k,,,,,0,3,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,negative,neutral,k,k,1,0.740267800167203,92.86134319985285,93.86361779971048,93.84707359969616,None,92.86134319985285,None,92.86134319985285,None,92.86134319985285,None,94.58215088983998,None,94.58215088983998,None,94.58215088983998,None,,,,,,,,,,,133,22,Female,2022-05-31_15h56.56.347,Boat,2022.1.1,59.80764667208058,
neutral,negative,1,k,k,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,negative,neutral,k,k,1,1.0551411001943052,94.60238289972767,95.61358689982444,95.57724069990218,None,94.60238289972767,None,94.60238289972767,None,94.60238289972767,None,96.64152509002015,None,96.64152509002015,None,96.64152509002015,None,,,,,,,,,,,133,22,Female,2022-05-31_15h56.56.347,Boat,2022.1.1,59.80764667208058,
positive,positive,2,l,j,,,,,0,5,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,positive,j,k,0,-0.6944605000317097,96.66577469976619,None,None,None,96.66577469976619,None,96.66577469976619,None,96.66577469976619,None,96.9580230996944,None,96.9580230996944,None,96.9580230996944,None,,,,,,,,,,,133,22,Female,2022-05-31_15h56.56.347,Boat,2022.1.1,59.80764667208058,
neutral,neutral,1,k,k,,,,,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,neutral,k,k,1,0.585037199780345,99.97573640011251,100.98990749986842,100.94739269977435,None,99.97573640011251,None,99.97573640011251,None,99.97573640011251,None,101.53492378983647,None,101.53492378983647,None,101.53492378983647,None,,,,,,,,,,,133,22,Female,2022-05-31_15h56.56.347,Boat,2022.1.1,59.80764667208058,
negative,positive,2,j,l,,,,,0,7,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,positive,negative,l,l,1,0.763153700158,101.55528050009161,102.5638398998417,102.52824850007892,None,101.55528050009161,None,101.55528050009161,None,101.55528050009161,None,103.30206318972633,None,103.30206318972633,None,103.30206318972633,None,,,,,,,,,,,133,22,Female,2022-05-31_15h56.56.347,Boat,2022.1.1,59.80764667208058,
positive,neutral,1,l,j,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,positive,j,j,1,0.8916960000060499,103.31714250007644,104.32795129995793,104.29167350009084,None,103.31714250007644,None,103.31714250007644,None,103.31714250007644,None,105.19749288987369,None,105.19749288987369,None,105.19749288987369,None,,,,,,,,,,,133,22,Female,2022-05-31_15h56.56.347,Boat,2022.1.1,59.80764667208058,
