target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,None,-0.121296294,-0.29907408,0,0,0,1.0224265317665413,None,29.20413412998314,None,78.23925749998307,None,78.23925749998307,None,-0.096296296,-0.08888889,0,0,0,0.012993530021049082,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,30,Female,2022-05-06_15h28.57.258,Boat,2022.1.1,60.14592602957879,
positive,neutral,2,l,j,,,,,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,88.64128079998773,None,prac,2,2,2,neutral,positive,l,l,1,1.3841556000406854,90.67113879998215,91.6771344000008,91.64241620001849,None,90.67113879998215,None,90.67113879998215,None,90.67113879998215,None,93.02468282997725,None,93.02468282997725,None,93.02468282997725,None,,,,,,,,,,,120,30,Female,2022-05-06_15h28.57.258,Boat,2022.1.1,60.14592602957879,
negative,neutral,1,j,l,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,neutral,negative,j,k,0,1.4626381000271067,93.04453549999744,94.05881000001682,94.01751839998178,None,93.04453549999744,None,93.04453549999744,None,93.04453549999744,None,95.51245259999996,None,95.51245259999996,None,95.51245259999996,None,,,,,,,,,,,120,30,Female,2022-05-06_15h28.57.258,Boat,2022.1.1,60.14592602957879,
neutral,negative,1,k,k,,,,,0,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,negative,neutral,k,k,1,0.8932661999715492,96.5303799000103,97.54414289997658,97.52346449997276,None,96.5303799000103,None,96.5303799000103,None,96.5303799000103,None,98.40766093001585,None,98.40766093001585,None,98.40766093001585,None,,,,,,,,,,,120,30,Female,2022-05-06_15h28.57.258,Boat,2022.1.1,60.14592602957879,
neutral,neutral,2,k,k,,,,,0,3,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,neutral,neutral,k,k,1,0.7779976000310853,98.42731649999041,99.44395139999688,99.4054846999934,None,98.42731649999041,None,98.42731649999041,None,98.42731649999041,None,100.19129352999735,None,100.19129352999735,None,100.19129352999735,None,,,,,,,,,,,120,30,Female,2022-05-06_15h28.57.258,Boat,2022.1.1,60.14592602957879,
positive,negative,2,l,j,,,,,0,4,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,positive,l,l,1,0.8269202999654226,100.20945820002817,101.21168800001033,101.19430390000343,None,100.20945820002817,None,100.20945820002817,None,100.20945820002817,None,102.02062223002432,None,102.02062223002432,None,102.02062223002432,None,,,,,,,,,,,120,30,Female,2022-05-06_15h28.57.258,Boat,2022.1.1,60.14592602957879,
negative,positive,1,j,l,,,,,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,negative,j,j,1,0.9721777000231668,102.04131569998572,103.04416869999841,103.0272162000183,None,102.04131569998572,None,102.04131569998572,None,102.04131569998572,None,103.99404903001269,None,103.99404903001269,None,103.99404903001269,None,,,,,,,,,,,120,30,Female,2022-05-06_15h28.57.258,Boat,2022.1.1,60.14592602957879,
neutral,positive,2,k,k,,,,,0,6,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,positive,neutral,k,k,1,0.7171683000051416,104.01171709998744,105.02758679998806,104.98894569999538,None,104.01171709998744,None,104.01171709998744,None,104.01171709998744,None,105.71380793001154,None,105.71380793001154,None,105.71380793001154,None,,,,,,,,,,,120,30,Female,2022-05-06_15h28.57.258,Boat,2022.1.1,60.14592602957879,
neutral,positive,1,k,k,,,,,0,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,neutral,k,k,1,0.9527405999833718,105.7306500999839,106.74592519999715,106.71093609998934,None,105.7306500999839,None,105.7306500999839,None,105.7306500999839,None,107.67006693001022,None,107.67006693001022,None,107.67006693001022,None,,,,,,,,,,,120,30,Female,2022-05-06_15h28.57.258,Boat,2022.1.1,60.14592602957879,
negative,positive,2,j,l,,,,,0,8,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,negative,j,j,1,0.9235599999665283,107.68789409997407,108.69423289998667,108.67746540001826,None,107.68789409997407,None,107.68789409997407,None,107.68789409997407,None,109.59463132999954,None,109.59463132999954,None,109.59463132999954,None,,,,,,,,,,,120,30,Female,2022-05-06_15h28.57.258,Boat,2022.1.1,60.14592602957879,
