target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,None,0.35925925,-0.24814814,0,0,0,1.0036425999696803,None,22.0645625000001,None,73.99396370000068,None,73.99396370000068,None,-0.098148145,-0.06111111,0,0,0,0.011975599998550024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,28,Male,2022-04-26_16h43.23.534,Main,2022.1.1,59.97494246915011,
negative,neutral,2,j,l,,,,,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,81.67335280000043,None,prac,2,2,2,neutral,negative,j,j,1,1.4108596999994916,83.71018130000084,84.71605369999997,84.69792110000162,None,83.71018130000084,None,83.71018130000084,None,83.71018130000084,None,86.09548840000062,None,86.09548840000062,None,86.09548840000062,None,,,,,,,,,,,202,28,Male,2022-04-26_16h43.23.534,Main,2022.1.1,59.97494246915011,
negative,positive,2,j,l,,,,,0,1,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,negative,j,j,1,0.865360599998894,86.12889560000076,87.13083410000036,87.1121718000013,None,86.12889560000076,None,86.12889560000076,None,86.12889560000076,None,87.96379150000067,None,87.96379150000067,None,87.96379150000067,None,,,,,,,,,,,202,28,Male,2022-04-26_16h43.23.534,Main,2022.1.1,59.97494246915011,
neutral,positive,1,k,k,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,neutral,k,k,1,0.8739009000000806,87.99579130000166,88.99989070000083,88.98090720000073,None,87.99579130000166,None,87.99579130000166,None,87.99579130000166,None,89.83991060000008,None,89.83991060000008,None,89.83991060000008,None,,,,,,,,,,,202,28,Male,2022-04-26_16h43.23.534,Main,2022.1.1,59.97494246915011,
positive,positive,2,l,j,,,,,0,3,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,positive,l,l,1,0.6077506000001449,89.8616189000004,90.86273270000129,90.84414749999996,None,89.8616189000004,None,89.8616189000004,None,89.8616189000004,None,91.4535744000008,None,91.4535744000008,None,91.4535744000008,None,,,,,,,,,,,202,28,Male,2022-04-26_16h43.23.534,Main,2022.1.1,59.97494246915011,
positive,positive,1,l,j,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,positive,l,l,1,0.8517039999987901,91.47387270000036,92.4858402000009,92.44652530000167,None,91.47387270000036,None,91.47387270000036,None,91.47387270000036,None,93.30757290000147,None,93.30757290000147,None,93.30757290000147,None,,,,,,,,,,,202,28,Male,2022-04-26_16h43.23.534,Main,2022.1.1,59.97494246915011,
neutral,neutral,1,k,k,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,neutral,k,k,1,0.7567177000000811,93.33580410000104,94.34318210000129,94.32413610000003,None,93.33580410000104,None,93.33580410000104,None,93.33580410000104,None,95.06574180000135,None,95.06574180000135,None,95.06574180000135,None,,,,,,,,,,,202,28,Male,2022-04-26_16h43.23.534,Main,2022.1.1,59.97494246915011,
negative,negative,2,j,l,,,,,0,6,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,negative,negative,j,j,1,0.8096117000004597,95.0960253000012,96.10529420000057,96.08354130000043,None,95.0960253000012,None,95.0960253000012,None,95.0960253000012,None,96.87707540000011,None,96.87707540000011,None,96.87707540000011,None,,,,,,,,,,,202,28,Male,2022-04-26_16h43.23.534,Main,2022.1.1,59.97494246915011,
negative,positive,1,j,l,,,,,0,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,negative,j,l,0,2.225430400001642,96.90412580000157,97.91679430000113,97.89793090000057,None,96.90412580000157,None,96.90412580000157,None,96.90412580000157,None,100.13319450000017,None,100.13319450000017,None,100.13319450000017,None,,,,,,,,,,,202,28,Male,2022-04-26_16h43.23.534,Main,2022.1.1,59.97494246915011,
neutral,positive,2,k,k,,,,,0,8,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,neutral,k,k,1,0.8746434999993653,101.14814920000026,102.15170160000162,102.13352530000157,None,101.14814920000026,None,101.14814920000026,None,101.14814920000026,None,103.00561750000125,None,103.00561750000125,None,103.00561750000125,None,,,,,,,,,,,202,28,Male,2022-04-26_16h43.23.534,Main,2022.1.1,59.97494246915011,
