target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,None,0.06574074,-0.34166667,0,0,0,1.0316356956027448,None,40.70003719991073,None,96.91925230016932,None,96.91925230016932,None,-0.097222224,-0.07962963,0,0,0,0.01284520048648119,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,22,Male,2022-04-27_15h38.55.923,Main,2022.1.1,59.89619975089294,
neutral,negative,2,k,k,,,,,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,100.93722990015522,None,prac,1,1,2,negative,neutral,k,k,1,1.1670289002358913,102.98170359991491,103.99301209999248,103.95587769988924,None,102.98170359991491,None,102.98170359991491,None,102.98170359991491,None,105.10892620021477,None,105.10892620021477,None,105.10892620021477,None,,,,,,,,,,,101,22,Male,2022-04-27_15h38.55.923,Main,2022.1.1,59.89619975089294,
positive,negative,2,l,j,,,,,0,1,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,negative,positive,j,j,1,1.3135547996498644,105.14263259992003,106.14642979996279,106.12717089988291,None,105.14263259992003,None,105.14263259992003,None,105.14263259992003,None,107.42554390002041,None,107.42554390002041,None,107.42554390002041,None,,,,,,,,,,,101,22,Male,2022-04-27_15h38.55.923,Main,2022.1.1,59.89619975089294,
positive,positive,2,l,j,,,,,0,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,positive,positive,j,j,1,0.9092915002256632,107.4524695998989,108.45627110032365,108.43947230000049,None,107.4524695998989,None,107.4524695998989,None,107.4524695998989,None,109.33816150007769,None,109.33816150007769,None,109.33816150007769,None,,,,,,,,,,,101,22,Male,2022-04-27_15h38.55.923,Main,2022.1.1,59.89619975089294,
neutral,positive,1,k,k,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,neutral,k,k,1,0.8773097000084817,109.37917960016057,110.38962309993804,110.35155750019476,None,109.37917960016057,None,109.37917960016057,None,109.37917960016057,None,111.21941560031846,None,111.21941560031846,None,111.21941560031846,None,,,,,,,,,,,101,22,Male,2022-04-27_15h38.55.923,Main,2022.1.1,59.89619975089294,
negative,negative,1,j,l,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,negative,negative,l,l,1,0.8252786998637021,111.25537020014599,112.25667349994183,112.239646400325,None,111.25537020014599,None,111.25537020014599,None,111.25537020014599,None,113.04403910031542,None,113.04403910031542,None,113.04403910031542,None,,,,,,,,,,,101,22,Male,2022-04-27_15h38.55.923,Main,2022.1.1,59.89619975089294,
negative,positive,1,j,l,,,,,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,positive,negative,l,l,1,0.7969752997159958,113.08276619995013,114.09164420003071,114.0557655999437,None,113.08276619995013,None,113.08276619995013,None,113.08276619995013,None,114.8461036001332,None,114.8461036001332,None,114.8461036001332,None,,,,,,,,,,,101,22,Male,2022-04-27_15h38.55.923,Main,2022.1.1,59.89619975089294,
neutral,neutral,2,k,k,,,,,0,6,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,neutral,neutral,k,k,1,0.7974708997644484,114.87225280003622,115.87424729997292,115.85672349995002,None,114.87225280003622,None,114.87225280003622,None,114.87225280003622,None,116.6467147999443,None,116.6467147999443,None,116.6467147999443,None,,,,,,,,,,,101,22,Male,2022-04-27_15h38.55.923,Main,2022.1.1,59.89619975089294,
positive,positive,1,l,j,,,,,0,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,positive,j,j,1,1.5669211000204086,116.66899010026827,117.67774019995704,117.64097060030326,None,116.66899010026827,None,116.66899010026827,None,116.66899010026827,None,119.24450869997963,None,119.24450869997963,None,119.24450869997963,None,,,,,,,,,,,101,22,Male,2022-04-27_15h38.55.923,Main,2022.1.1,59.89619975089294,
negative,negative,2,j,l,,,,,0,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,negative,negative,l,l,1,1.101842099800706,120.26004340033978,121.27525909990072,121.24028300028294,None,120.26004340033978,None,120.26004340033978,None,120.26004340033978,None,122.3467093002051,None,122.3467093002051,None,122.3467093002051,None,,,,,,,,,,,101,22,Male,2022-04-27_15h38.55.923,Main,2022.1.1,59.89619975089294,
