target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,None,0.072222225,-0.2898148,0,0,0,1.033088779571699,None,29.303742659997077,None,85.87189049998415,None,85.87189049998415,None,-0.09351852,-0.0712963,0,0,0,0.013049260014668107,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,19,Female,2022-04-29_17h05.15.359,Boat,2022.1.1,60.402339977325944,
neutral,neutral,1,k,k,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,89.9754517999827,None,prac,2,2,1,neutral,neutral,k,k,1,1.3267131999891717,92.00099599998794,93.00970639998559,92.97543739998946,None,92.00099599998794,None,92.00099599998794,None,92.00099599998794,None,94.29928435998445,None,94.29928435998445,None,94.29928435998445,None,,,,,,,,,,,105,19,Female,2022-04-29_17h05.15.359,Boat,2022.1.1,60.402339977325944,
negative,negative,1,j,l,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,negative,negative,l,l,1,0.9741520999814384,94.31618069999968,95.3274412000028,95.2934103999869,None,94.31618069999968,None,94.31618069999968,None,94.31618069999968,None,96.27649566000619,None,96.27649566000619,None,96.27649566000619,None,,,,,,,,,,,105,19,Female,2022-04-29_17h05.15.359,Boat,2022.1.1,60.402339977325944,
neutral,neutral,2,k,k,,,,,0,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,0.8957253000116907,96.29343659998267,97.31133749999572,97.27483919999213,None,96.29343659998267,None,96.29343659998267,None,96.29343659998267,None,98.17522925999074,None,98.17522925999074,None,98.17522925999074,None,,,,,,,,,,,105,19,Female,2022-04-29_17h05.15.359,Boat,2022.1.1,60.402339977325944,
positive,positive,1,l,j,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,positive,j,j,1,0.8488271999813151,98.19377429998713,99.19372499999008,99.17698059999384,None,98.19377429998713,None,98.19377429998713,None,98.19377429998713,None,100.02687555998855,None,100.02687555998855,None,100.02687555998855,None,,,,,,,,,,,105,19,Female,2022-04-29_17h05.15.359,Boat,2022.1.1,60.402339977325944,
positive,neutral,1,l,j,,,,,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,neutral,positive,j,j,1,0.9164282999990974,100.04512830000021,101.06002689999877,101.02164689998608,None,100.04512830000021,None,100.04512830000021,None,100.04512830000021,None,101.94594565999287,None,101.94594565999287,None,101.94594565999287,None,,,,,,,,,,,105,19,Female,2022-04-29_17h05.15.359,Boat,2022.1.1,60.402339977325944,
positive,negative,2,l,j,,,,,0,5,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,positive,j,j,1,0.9273322999943048,101.96316789998673,102.97436009999365,102.95466039999155,None,101.96316789998673,None,101.96316789998673,None,101.96316789998673,None,103.87683785999835,None,103.87683785999835,None,103.87683785999835,None,,,,,,,,,,,105,19,Female,2022-04-29_17h05.15.359,Boat,2022.1.1,60.402339977325944,
neutral,positive,1,k,k,,,,,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,neutral,k,k,1,0.9078789999766741,103.89246619999176,104.91848709998885,104.87124099998618,None,103.89246619999176,None,103.89246619999176,None,103.89246619999176,None,105.78569055999688,None,105.78569055999688,None,105.78569055999688,None,,,,,,,,,,,105,19,Female,2022-04-29_17h05.15.359,Boat,2022.1.1,60.402339977325944,
neutral,positive,2,k,k,,,,,0,7,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,positive,neutral,k,k,1,0.7235598000115715,105.80788700000267,106.81814729998587,106.77677259998745,None,105.80788700000267,None,105.80788700000267,None,105.80788700000267,None,107.50993055997824,None,107.50993055997824,None,107.50993055997824,None,,,,,,,,,,,105,19,Female,2022-04-29_17h05.15.359,Boat,2022.1.1,60.402339977325944,
negative,negative,2,j,l,,,,,0,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,negative,negative,l,l,1,0.8314881999976933,107.529807599989,108.5518295999791,108.51008879998699,None,107.529807599989,None,107.529807599989,None,107.529807599989,None,109.34580085999042,None,109.34580085999042,None,109.34580085999042,None,,,,,,,,,,,105,19,Female,2022-04-29_17h05.15.359,Boat,2022.1.1,60.402339977325944,
