target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,None,-0.02962963,-0.42222223,0,0,0,1.0264073015423492,None,34.01206205008784,None,84.09761860000435,None,84.09761860000435,None,-0.11574074,-0.087037034,0,0,0,0.01315015007276088,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,19,Female,2022-05-09_20h15.39.694,Boat,2022.1.1,60.11324133252905,
positive,positive,2,l,j,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,91.01568670000415,None,prac,1,1,2,positive,positive,j,j,1,2.279962099972181,93.04012370004784,94.05331530002877,94.0174590999959,None,93.04012370004784,None,93.04012370004784,None,93.04012370004784,None,96.32126830006018,None,96.32126830006018,None,96.32126830006018,None,,,,,,,,,,,123,19,Female,2022-05-09_20h15.39.694,Boat,2022.1.1,60.11324133252905,
positive,positive,1,l,j,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,positive,positive,j,l,0,1.109578299918212,97.33863530005328,98.35510680009611,98.31919150007889,None,97.33863530005328,None,97.33863530005328,None,97.33863530005328,None,99.44170060008764,None,99.44170060008764,None,99.44170060008764,None,,,,,,,,,,,123,19,Female,2022-05-09_20h15.39.694,Boat,2022.1.1,60.11324133252905,
negative,negative,1,j,l,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,negative,negative,l,l,1,0.9613473999779671,100.45431110006757,101.46887260000221,101.43364600010682,None,100.45431110006757,None,100.45431110006757,None,100.45431110006757,None,102.3992414500448,None,102.3992414500448,None,102.3992414500448,None,,,,,,,,,,,123,19,Female,2022-05-09_20h15.39.694,Boat,2022.1.1,60.11324133252905,
neutral,positive,1,k,k,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,positive,neutral,k,k,1,0.8940329999895766,102.42069020005874,103.43544930010103,103.39634890004527,None,102.42069020005874,None,102.42069020005874,None,102.42069020005874,None,104.2992010501097,None,104.2992010501097,None,104.2992010501097,None,,,,,,,,,,,123,19,Female,2022-05-09_20h15.39.694,Boat,2022.1.1,60.11324133252905,
positive,neutral,1,l,j,,,,,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,positive,j,j,1,0.6579119999660179,104.32003960001748,105.33531720004976,105.30208400008269,None,104.32003960001748,None,104.32003960001748,None,104.32003960001748,None,105.96063645001269,None,105.96063645001269,None,105.96063645001269,None,,,,,,,,,,,123,19,Female,2022-05-09_20h15.39.694,Boat,2022.1.1,60.11324133252905,
neutral,neutral,2,k,k,,,,,0,5,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,0.8208438999718055,105.98032740002964,106.99128020007629,106.95551440003328,None,105.98032740002964,None,105.98032740002964,None,105.98032740002964,None,107.7834259500145,None,107.7834259500145,None,107.7834259500145,None,,,,,,,,,,,123,19,Female,2022-05-09_20h15.39.694,Boat,2022.1.1,60.11324133252905,
negative,positive,2,j,l,,,,,0,6,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,negative,l,l,1,0.7737775999121368,107.80349210009445,108.80638120009098,108.7882460000692,None,107.80349210009445,None,107.80349210009445,None,107.80349210009445,None,109.56064175002976,None,109.56064175002976,None,109.56064175002976,None,,,,,,,,,,,123,19,Female,2022-05-09_20h15.39.694,Boat,2022.1.1,60.11324133252905,
negative,negative,2,j,l,,,,,0,7,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,negative,negative,l,l,1,0.7312299000332132,109.5808331000153,110.59699640003964,110.55643300001975,None,109.5808331000153,None,109.5808331000153,None,109.5808331000153,None,111.29483235002263,None,111.29483235002263,None,111.29483235002263,None,,,,,,,,,,,123,19,Female,2022-05-09_20h15.39.694,Boat,2022.1.1,60.11324133252905,
neutral,positive,2,k,k,,,,,0,8,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,positive,neutral,k,k,1,0.6638289999682456,111.31466680008452,112.3353766000364,112.29693599999882,None,111.31466680008452,None,111.31466680008452,None,111.31466680008452,None,112.9611026500701,None,112.9611026500701,None,112.9611026500701,None,,,,,,,,,,,123,19,Female,2022-05-09_20h15.39.694,Boat,2022.1.1,60.11324133252905,
