target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,None,0.375,-0.40648147,0,0,0,1.0004693400082942,None,24.660785939999776,None,76.62314819999983,None,76.62314819999983,None,-0.08425926,-0.098148145,0,0,0,0.012194739999813464,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,21,Male,2022-05-23_14h33.26.862,Main,2022.1.1,60.00582056465512,
positive,negative,2,l,j,,,,,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,79.85374179999963,None,prac,1,1,2,negative,positive,l,l,1,2.6236682000003384,81.90936089999968,82.9101369,82.89198339999984,None,81.90936089999968,None,81.90936089999968,None,81.90936089999968,None,85.52088370000001,None,85.52088370000001,None,85.52088370000001,None,,,,,,,,,,,222,21,Male,2022-05-23_14h33.26.862,Main,2022.1.1,60.00582056465512,
neutral,negative,2,k,k,,,,,0,1,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,neutral,k,k,1,1.2362295000002632,86.56852879999997,87.58114679999971,87.54469479999989,None,86.56852879999997,None,86.56852879999997,None,86.56852879999997,None,88.76462063999966,None,88.76462063999966,None,88.76462063999966,None,,,,,,,,,,,222,21,Male,2022-05-23_14h33.26.862,Main,2022.1.1,60.00582056465512,
negative,neutral,2,j,l,,,,,0,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,neutral,negative,j,j,1,0.8655177999999069,88.79734419999977,89.8113102999996,89.77439909999975,None,88.79734419999977,None,88.79734419999977,None,88.79734419999977,None,90.63541774000001,None,90.63541774000001,None,90.63541774000001,None,,,,,,,,,,,222,21,Male,2022-05-23_14h33.26.862,Main,2022.1.1,60.00582056465512,
positive,negative,1,l,j,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,negative,positive,l,l,1,0.9682466000003842,90.67005159999962,91.67973619999975,91.66168289999996,None,90.67005159999962,None,90.67005159999962,None,90.67005159999962,None,92.60546663999972,None,92.60546663999972,None,92.60546663999972,None,,,,,,,,,,,222,21,Male,2022-05-23_14h33.26.862,Main,2022.1.1,60.00582056465512,
positive,positive,1,l,j,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,positive,positive,l,l,1,0.8770559000004141,92.64416649999976,93.66135889999987,93.62500169999976,None,92.64416649999976,None,92.64416649999976,None,92.64416649999976,None,94.48576953999978,None,94.48576953999978,None,94.48576953999978,None,,,,,,,,,,,222,21,Male,2022-05-23_14h33.26.862,Main,2022.1.1,60.00582056465512,
positive,neutral,1,l,j,,,,,0,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,positive,l,l,1,0.7928970999996636,94.5146179999997,95.5321001999996,95.49540079999997,None,94.5146179999997,None,94.5146179999997,None,94.5146179999997,None,96.28202923999984,None,96.28202923999984,None,96.28202923999984,None,,,,,,,,,,,222,21,Male,2022-05-23_14h33.26.862,Main,2022.1.1,60.00582056465512,
negative,positive,2,j,l,,,,,0,6,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,positive,negative,j,j,1,0.9373660999999629,96.31004219999977,97.31190499999957,97.29363339999964,None,96.31004219999977,None,96.31004219999977,None,96.31004219999977,None,98.22138994000002,None,98.22138994000002,None,98.22138994000002,None,,,,,,,,,,,222,21,Male,2022-05-23_14h33.26.862,Main,2022.1.1,60.00582056465512,
neutral,neutral,1,k,k,,,,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,neutral,neutral,k,k,1,0.7786884000001919,98.25954739999997,99.27717159999975,99.24091099999987,None,98.25954739999997,None,98.25954739999997,None,98.25954739999997,None,100.00407553999972,None,100.00407553999972,None,100.00407553999972,None,,,,,,,,,,,222,21,Male,2022-05-23_14h33.26.862,Main,2022.1.1,60.00582056465512,
neutral,negative,1,k,k,,,,,0,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,negative,neutral,k,k,1,0.9079911000003449,100.02377939999997,101.02481439999974,101.00704429999996,None,100.02377939999997,None,100.02377939999997,None,100.02377939999997,None,101.91590994000003,None,101.91590994000003,None,101.91590994000003,None,,,,,,,,,,,222,21,Male,2022-05-23_14h33.26.862,Main,2022.1.1,60.00582056465512,
