target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,None,0.16296296,-0.39166668,0,0,0,1.0058657999979914,None,24.104834749999963,None,73.23435839999956,None,73.23435839999956,None,-0.083333336,-0.058333334,0,0,0,0.012209350000375707,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,25,Male,2022-05-13_14h10.31.161,Main,2022.1.1,60.016552565255324,
negative,positive,1,j,l,,,,,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,76.93134139999984,None,prac,1,1,1,positive,negative,j,j,1,1.9282698000001801,78.98966419999988,80.00283729999956,79.96326079999972,None,78.98966419999988,None,78.98966419999988,None,78.98966419999988,None,81.9039785,None,81.9039785,None,81.9039785,None,,,,,,,,,,,216,25,Male,2022-05-13_14h10.31.161,Main,2022.1.1,60.016552565255324,
negative,neutral,2,j,l,,,,,0,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,neutral,negative,j,j,1,1.2217058999999608,82.94783209999969,83.95065059999979,83.93179069999996,None,82.94783209999969,None,82.94783209999969,None,82.94783209999969,None,85.12877854999984,None,85.12877854999984,None,85.12877854999984,None,,,,,,,,,,,216,25,Male,2022-05-13_14h10.31.161,Main,2022.1.1,60.016552565255324,
neutral,positive,2,k,k,,,,,0,2,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,neutral,k,k,1,0.8909644000000299,85.16374379999979,86.18275419999964,86.14462429999958,None,85.16374379999979,None,85.16374379999979,None,85.16374379999979,None,87.02032474999983,None,87.02032474999983,None,87.02032474999983,None,,,,,,,,,,,216,25,Male,2022-05-13_14h10.31.161,Main,2022.1.1,60.016552565255324,
positive,positive,2,l,j,,,,,0,3,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,positive,l,l,1,0.8651236999999128,87.04229699999996,88.04885619999959,88.0290514999997,None,87.04229699999996,None,87.04229699999996,None,87.04229699999996,None,88.88924825,None,88.88924825,None,88.88924825,None,,,,,,,,,,,216,25,Male,2022-05-13_14h10.31.161,Main,2022.1.1,60.016552565255324,
neutral,positive,1,k,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,positive,neutral,k,k,1,0.9842862000000423,88.9326289999999,89.95174999999972,89.9123927999999,None,88.9326289999999,None,88.9326289999999,None,88.9326289999999,None,90.87508124999972,None,90.87508124999972,None,90.87508124999972,None,,,,,,,,,,,216,25,Male,2022-05-13_14h10.31.161,Main,2022.1.1,60.016552565255324,
positive,neutral,2,l,j,,,,,0,5,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,neutral,positive,l,l,1,0.8343758999999409,90.89707599999974,91.91559319999988,91.87623329999997,None,90.89707599999974,None,90.89707599999974,None,90.89707599999974,None,92.71310814999966,None,92.71310814999966,None,92.71310814999966,None,,,,,,,,,,,216,25,Male,2022-05-13_14h10.31.161,Main,2022.1.1,60.016552565255324,
neutral,neutral,1,k,k,,,,,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,neutral,k,k,1,0.9285260999999991,92.74335679999967,93.75894929999959,93.74210869999979,None,92.74335679999967,None,92.74335679999967,None,92.74335679999967,None,94.64475085,None,94.64475085,None,94.64475085,None,,,,,,,,,,,216,25,Male,2022-05-13_14h10.31.161,Main,2022.1.1,60.016552565255324,
positive,negative,2,l,j,,,,,0,7,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,positive,l,l,1,0.8262363000003461,94.67469809999966,95.6844458999999,95.66483069999958,None,94.67469809999966,None,94.67469809999966,None,94.67469809999966,None,96.47120264999963,None,96.47120264999963,None,96.47120264999963,None,,,,,,,,,,,216,25,Male,2022-05-13_14h10.31.161,Main,2022.1.1,60.016552565255324,
negative,neutral,1,j,l,,,,,0,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,negative,j,j,1,0.8212820000003376,96.50358759999972,97.5116737999997,97.49220149999974,None,96.50358759999972,None,96.50358759999972,None,96.50358759999972,None,98.29762184999977,None,98.29762184999977,None,98.29762184999977,None,,,,,,,,,,,216,25,Male,2022-05-13_14h10.31.161,Main,2022.1.1,60.016552565255324,
